Filename,Year,Month,Date,Description,Type of Notice,Nr. of Repos Affected,Mass Removal,Frequent
2015-02-18-CS225-retractions.md,2015,02,18,CS225-retractions.md,Retraction,23,,
2015-02-19-Cambridge-Mobile.md,2015,02,19,Cambridge-Mobile.md,Takedown,71,,71
2015-02-19-TotalfreedonLLC.md,2015,02,19,TotalfreedonLLC.md,Takedown,1,,
2015-02-21-Unirgy.md,2015,02,21,Unirgy.md,Takedown,3,,
2015-02-27-Unirgy.md,2015,02,27,Unirgy.md,Takedown,4,,
2015-03-02-American-Family-Insurance-2.md,2015,03,02,American-Family-Insurance-2.md,Takedown,1,,
2015-03-02-American-Family-Insurance.md,2015,03,02,American-Family-Insurance.md,Takedown,1,,
2015-03-02-Coding-The-Matrix.md,2015,03,02,Coding-The-Matrix.md,Takedown,1,,
2015-03-02-prime31.md,2015,03,02,prime31.md,Takedown,1,,
2015-03-03-WGU.md,2015,03,03,WGU.md,Takedown,1,,
2015-03-03-whyisjake.md,2015,03,03,whyisjake.md,Takedown,1,,
2015-03-04-ArtVenue.md,2015,03,04,ArtVenue.md,Takedown,1,,
2015-03-04-Webzen.md,2015,03,04,Webzen.md,Takedown,1,,
2015-03-07-Cambridge-Mobile.md,2015,03,07,Cambridge-Mobile.md,Takedown,21,,21
2015-03-07-Manatee-Works.md,2015,03,07,Manatee-Works.md,Takedown,1,,
2015-03-07-StarNet.md,2015,03,07,StarNet.md,Takedown,1,,
2015-03-08-activeCollab.md,2015,03,08,activeCollab.md,Takedown,2,,
2015-03-08-KDevLab.md,2015,03,08,KDevLab.md,Takedown,3,,
2015-03-08-Naxos-Music-Library.md,2015,03,08,Naxos-Music-Library.md,Takedown,4,,
2015-03-08-Sulake.md,2015,03,08,Sulake.md,Takedown,5,,
2015-03-08-TotalFreedomMod-retraction.md,2015,03,08,TotalFreedomMod-retraction.md,Counter Notice,1,,
2015-03-09-CSE131.md,2015,03,09,CSE131.md,Takedown,18,,
2015-03-09-VFVexCore.md,2015,03,09,VFVexCore.md,Takedown,1,,
2015-03-12-VisualComposer.md,2015,03,12,VisualComposer.md,Takedown,221,221,
2015-03-13-TCLCommunication.md,2015,03,13,TCLCommunication.md,Takedown,1,,
2015-03-17-Microsoft.md,2015,03,17,Microsoft.md,Takedown,1,,1
2015-03-17-WindowsNT.md,2015,03,17,WindowsNT.md,Takedown,1,,1
2015-03-19-BohemiaInteractive.md,2015,03,19,BohemiaInteractive.md,Takedown,1,,
2015-03-19-UCSD.md,2015,03,19,UCSD.md,Takedown,8,,8
2015-03-20-CambridgeMobile.md,2015,03,20,CambridgeMobile.md,Takedown,25,,25
2015-03-20-ciscoconfparse.md,2015,03,20,ciscoconfparse.md,Takedown,1,,
2015-03-20-cocheamigos.md,2015,03,20,cocheamigos.md,Takedown,2,,
2015-03-20-IdealPad.md,2015,03,20,IdealPad.md,Takedown,1,,
2015-03-20-kcrdb.md,2015,03,20,kcrdb.md,Takedown,1,,
2015-03-20-LGBluetooth.md,2015,03,20,LGBluetooth.md,Takedown,1,,
2015-03-20-musketeersme.md,2015,03,20,musketeersme.md,Takedown,1,,
2015-03-20-placespeak.md,2015,03,20,placespeak.md,Takedown,1,,
2015-03-20-socialkit.md,2015,03,20,socialkit.md,Takedown,1,,
2015-03-20-Sulake.md,2015,03,20,Sulake.md,Takedown,11,,
2015-03-22-sandbargames.md,2015,03,22,sandbargames.md,Takedown,1,,
2015-03-24-Beardev.md,2015,03,24,Beardev.md,Takedown,1,,
2015-03-24-closefriends.md,2015,03,24,closefriends.md,Takedown,1,,
2015-03-24-Quiteworks.md,2015,03,24,Quiteworks.md,Takedown,1,,
2015-03-25-beatsme.md,2015,03,25,beatsme.md,Takedown,1,,
2015-03-25-DynamicWater.md,2015,03,25,DynamicWater.md,Takedown,1,,
2015-03-25-Sulake-Counternotice.md,2015,03,25,Sulake-Counternotice.md,Counter Notice,1,,
2015-03-25-UCSD.md,2015,03,25,UCSD.md,Takedown,11,,11
2015-03-26-GoldenLiving.md,2015,03,26,GoldenLiving.md,Takedown,2,,
2015-03-31-DCSoft.md,2015,03,31,DCSoft.md,Takedown,1,,
2015-03-31-KDevLab.md,2015,03,31,KDevLab.md,Takedown,4,,
2015-03-31-Sulake-counternotice.md,2015,03,31,Sulake-counternotice.md,Counter Notice,1,,
2015-04-01-4impact.md,2015,04,01,4impact.md,Takedown,3,,
2015-04-01-cambridge-mobile.md,2015,04,01,cambridge-mobile.md,Takedown,26,,26
2015-04-01-eventbrite.md,2015,04,01,eventbrite.md,Takedown,1,,
2015-04-01-marvell.md,2015,04,01,marvell.md,Takedown,1,,
2015-04-01-microsoft-osg.md,2015,04,01,microsoft-osg.md,Takedown,1,,1
2015-04-01-UCSD.md,2015,04,01,UCSD.md,Takedown,1,,1
2015-04-03-aws.md,2015,04,03,aws.md,Takedown,4,,
2015-04-03-titlesource.md,2015,04,03,titlesource.md,Takedown,1,,
2015-04-07-cambridge-mobile.md,2015,04,07,cambridge-mobile.md,Takedown,11,,11
2015-04-08-marvell.md,2015,04,08,marvell.md,Takedown,1,,
2015-04-08-wiley.md,2015,04,08,wiley.md,Takedown,1,,
2015-04-14-cambridgemobile-2.md,2015,04,14,cambridgemobile-2.md,Takedown,16,,16
2015-04-14-cambridgemobile.md,2015,04,14,cambridgemobile.md,Takedown,6,,6
2015-04-14-codility-2.md,2015,04,14,codility-2.md,Takedown,1,,1
2015-04-14-codility.md,2015,04,14,codility.md,Takedown,1,,1
2015-04-14-radius.md,2015,04,14,radius.md,Takedown,1,,
2015-04-14-researchkit-2.md,2015,04,14,researchkit-2.md,Takedown,1,,
2015-04-14-researchkit.md,2015,04,14,researchkit.md,Takedown,1,,
2015-04-14-teradata.md,2015,04,14,teradata.md,Takedown,2,,
2015-04-15-apple.md,2015,04,15,apple.md,Takedown,1,,
2015-04-15-bp-automation.md,2015,04,15,bp-automation.md,Takedown,1,,
2015-04-16-Foxy-Themes-01.md,2015,04,16,Foxy-Themes-01.md,Takedown,1,,
2015-04-16-Foxy-Themes-02.md,2015,04,16,Foxy-Themes-02.md,Takedown,1,,
2015-04-16-Foxy-Themes-03.md,2015,04,16,Foxy-Themes-03.md,Takedown,1,,
2015-04-16-Foxy-Themes-04.md,2015,04,16,Foxy-Themes-04.md,Takedown,1,,
2015-04-16-Foxy-Themes-05.md,2015,04,16,Foxy-Themes-05.md,Takedown,1,,
2015-04-16-Foxy-Themes-06.md,2015,04,16,Foxy-Themes-06.md,Takedown,1,,
2015-04-16-Foxy-Themes-07.md,2015,04,16,Foxy-Themes-07.md,Takedown,1,,
2015-04-16-Foxy-Themes-08.md,2015,04,16,Foxy-Themes-08.md,Takedown,1,,
2015-04-16-Foxy-Themes-09.md,2015,04,16,Foxy-Themes-09.md,Takedown,1,,
2015-04-16-Foxy-Themes-10.md,2015,04,16,Foxy-Themes-10.md,Takedown,1,,
2015-04-16-Foxy-Themes-11.md,2015,04,16,Foxy-Themes-11.md,Takedown,1,,
2015-04-16-Foxy-Themes-12.md,2015,04,16,Foxy-Themes-12.md,Takedown,1,,
2015-04-19-Frozen-Sand.md,2015,04,19,Frozen-Sand.md,Takedown,1,,
2015-04-19-Pragmatic-Counternotice.md,2015,04,19,Pragmatic-Counternotice.md,Retraction,1,,
2015-04-21-foxythemes.md,2015,04,21,foxythemes.md,Takedown,1,,
2015-04-21-Lightbox-Evolution.md,2015,04,21,Lightbox-Evolution.md,Takedown,5,,
2015-04-21-Newznab.md,2015,04,21,Newznab.md,Takedown,1,,
2015-04-22-Pragmatic.md,2015,04,22,Pragmatic.md,Takedown,1,,
2015-04-22-Yahoo.md,2015,04,22,Yahoo.md,Takedown,2,,2
2015-04-23-Fidelity.md,2015,04,23,Fidelity.md,Takedown,1,,
2015-04-25-candyrat.md,2015,04,25,candyrat.md,Takedown,1,,
2015-04-25-foxythemes-2.md,2015,04,25,foxythemes-2.md,Takedown,1,,
2015-04-25-foxythemes-3.md,2015,04,25,foxythemes-3.md,Takedown,1,,
2015-04-25-foxythemes.md,2015,04,25,foxythemes.md,Takedown,1,,
2015-04-25-marvell.md,2015,04,25,marvell.md,Takedown,1,,
2015-04-25-placespeak.md,2015,04,25,placespeak.md,Takedown,1,,
2015-04-25-shepherddefender.md,2015,04,25,shepherddefender.md,Takedown,1,,
2015-04-25-yahoo.md,2015,04,25,yahoo.md,Takedown,3,,3
2015-04-28-zappit.md,2015,04,28,zappit.md,Takedown,1,,
2015-04-29-EE.md,2015,04,29,EE.md,Takedown,4,,
2015-04-29-Kenandy.md,2015,04,29,Kenandy.md,Takedown,1,,
2015-04-30-CoinGateway.md,2015,04,30,CoinGateway.md,Takedown,1,,
2015-04-30-SketchUp.md,2015,04,30,SketchUp.md,Takedown,1,,
2015-04-30-SunSigns.md,2015,04,30,SunSigns.md,Takedown,1,,
2015-04-30-WindRiver.md,2015,04,30,WindRiver.md,Takedown,1,,
2015-05-01-Aheadworks.md,2015,05,01,Aheadworks.md,Takedown,2,,
2015-05-01-Yahoo.md,2015,05,01,Yahoo.md,Takedown,2,,2
2015-05-05-Sungy.md,2015,05,05,Sungy.md,Takedown,1,,
2015-05-06-featherboard.md,2015,05,06,featherboard.md,Takedown,1,,
2015-05-07-Mopria.md,2015,05,07,Mopria.md,Takedown,1,,
2015-05-08-newznab.md,2015,05,08,newznab.md,Takedown,4,,
2015-05-11-atlassian.md,2015,05,11,atlassian.md,Takedown,1,,
2015-05-12-ArtVenue.md,2015,05,12,ArtVenue.md,Takedown,4,,
2015-05-12-Brentozar.md,2015,05,12,Brentozar.md,Takedown,1,,
2015-05-12-Codility.md,2015,05,12,Codility.md,Takedown,3,,3
2015-05-12-LGBluetooth-Counternotice.md,2015,05,12,LGBluetooth-Counternotice.md,Counter Notice,1,,
2015-05-12-Mopon.md,2015,05,12,Mopon.md,Takedown,9,,
2015-05-12-OcTc.md,2015,05,12,OcTc.md,Takedown,3,,
2015-05-13-atlassian.md,2015,05,13,atlassian.md,Takedown,1,,
2015-05-15-yahoo-jp.md,2015,05,15,yahoo-jp.md,Takedown,1,,1
2015-05-19-Canvas.md,2015,05,19,Canvas.md,Takedown,1,,
2015-05-20-Elydra.md,2015,05,20,Elydra.md,Takedown,1,,
2015-05-21-FIS.md,2015,05,21,FIS.md,Takedown,2,,
2015-05-22-Godzilab.md,2015,05,22,Godzilab.md,Takedown,1,,
2015-05-25-sp_whoisactive.md,2015,05,25,sp_whoisactive.md,Takedown,1,,
2015-05-27-Codility.md,2015,05,27,Codility.md,Takedown,1,,1
2015-05-27-elydra-retraction.md,2015,05,27,elydra-retraction.md,Retraction,1,,
2015-05-28-Expedia.md,2015,05,28,Expedia.md,Takedown,4,,
2015-05-28-Spayce.md,2015,05,28,Spayce.md,Takedown,1,,
2015-05-28-Tibbaa.md,2015,05,28,Tibbaa.md,Takedown,1,,
2015-05-29-CometChat.md,2015,05,29,CometChat.md,Takedown,1,,
2015-05-29-NETDNA.MD,2015,05,29,NETDNA.MD,Takedown,1,,
2015-06-01-bondlab.md,2015,06,01,bondlab.md,Takedown,1,,
2015-06-02-UofCSD.md,2015,06,02,UofCSD.md,Takedown,3,,
2015-06-02-YelloTravel.md,2015,06,02,YelloTravel.md,Takedown,1,,
2015-06-03-Canal-Plus.md,2015,06,03,Canal-Plus.md,Takedown,1,,
2015-06-04-nProbe.md,2015,06,04,nProbe.md,Takedown,1,,
2015-06-05-microsoft-osg.md,2015,06,05,microsoft-osg.md,Takedown,1,,1
2015-06-08-Ansible.md,2015,06,08,Ansible.md,Takedown,2,,
2015-06-08-FN.md,2015,06,08,FN.md,Takedown,1,,
2015-06-08-HiveMQ.md,2015,06,08,HiveMQ.md,Takedown,1,,
2015-06-08-Outfit7.md,2015,06,08,Outfit7.md,Takedown,1,,1
2015-06-08-Stereoarts.md,2015,06,08,Stereoarts.md,Takedown,2,,2
2015-06-09-Epita.md,2015,06,09,Epita.md,Takedown,1,,
2015-06-09-Line.md,2015,06,09,Line.md,Takedown,1,,
2015-06-09-Redstone.md,2015,06,09,Redstone.md,Takedown,1,,
2015-06-10-EE.md,2015,06,10,EE.md,Takedown,1,,
2015-06-10-Freelancer.md,2015,06,10,Freelancer.md,Takedown,1,,
2015-06-10-Outfit7-2.md,2015,06,10,Outfit7-2.md,Takedown,1,,1
2015-06-11-Outfit7.md,2015,06,11,Outfit7.md,Takedown,1,,1
2015-06-15-Outfit7.md,2015,06,15,Outfit7.md,Takedown,1,,1
2015-06-17-dynamicwebsitecompressor.md,2015,06,17,dynamicwebsitecompressor.md,Takedown,1,,
2015-06-19-Stereoarts.md,2015,06,19,Stereoarts.md,Takedown,2,,2
2015-06-22-nprobe-counternotice.md,2015,06,22,nprobe-counternotice.md,Counter Notice,1,,
2015-06-25-Trion.md,2015,06,25,Trion.md,Takedown,1,,
2015-06-25-Trion2.md,2015,06,25,Trion2.md,Takedown,1,,
2015-07-01-FreeNode-Alerts.md,2015,07,01,FreeNode-Alerts.md,Takedown,1,,
2015-07-01-ImperiumAO.md,2015,07,01,ImperiumAO.md,Takedown,1,,
2015-07-01-LINE-Corporation.md,2015,07,01,LINE-Corporation.md,Takedown,1,,
2015-07-01-observium.md,2015,07,01,observium.md,Takedown,1,,
2015-07-01-PacktPublishing.md,2015,07,01,PacktPublishing.md,Takedown,1,,
2015-07-01-Santali.md,2015,07,01,Santali.md,Takedown,1,,
2015-07-02-skipforward.md,2015,07,02,skipforward.md,Takedown,1,,
2015-07-02-stereoarts.md,2015,07,02,stereoarts.md,Takedown,3,,3
2015-07-03-LINE-Corp-counternotice.md,2015,07,03,LINE-Corp-counternotice.md,Counter Notice,1,,
2015-07-06-cskin.md,2015,07,06,cskin.md,Takedown,1,,
2015-07-06-fidelity.md,2015,07,06,fidelity.md,Takedown,2,,
2015-07-06-jetbrains.md,2015,07,06,jetbrains.md,Takedown,475,475,
2015-07-06-Kik.md,2015,07,06,Kik.md,Takedown,1,,
2015-07-06-meganavbar-1.md,2015,07,06,meganavbar-1.md,Takedown,1,,
2015-07-06-meganavbar-2.md,2015,07,06,meganavbar-2.md,Takedown,1,,
2015-07-06-meganavbar-3.md,2015,07,06,meganavbar-3.md,Takedown,1,,
2015-07-06-meganavbar-4.md,2015,07,06,meganavbar-4.md,Takedown,1,,
2015-07-06-meganavbar-5.md,2015,07,06,meganavbar-5.md,Takedown,1,,
2015-07-06-meganavbar-6.md,2015,07,06,meganavbar-6.md,Takedown,1,,
2015-07-06-meganavbar-7.md,2015,07,06,meganavbar-7.md,Takedown,1,,
2015-07-06-nintendo.md,2015,07,06,nintendo.md,Takedown,1,,
2015-07-06-observium-counternotice.md,2015,07,06,observium-counternotice.md,Counter Notice,1,,
2015-07-06-relogic.md,2015,07,06,relogic.md,Takedown,14,,
2015-07-06-rfxtrx.md,2015,07,06,rfxtrx.md,Takedown,1,,
2015-07-06-yoloify.md,2015,07,06,yoloify.md,Takedown,1,,
2015-07-07-ctrip.md,2015,07,07,ctrip.md,Takedown,1,,
2015-07-09-bmretail.md,2015,07,09,bmretail.md,Takedown,1,,
2015-07-13-ibm.md,2015,07,13,ibm.md,Takedown,1,,
2015-07-14-yoloify.md,2015,07,14,yoloify.md,Takedown,1,,
2015-07-15-codility-1.md,2015,07,15,codility-1.md,Takedown,2,,2
2015-07-15-codility-2.md,2015,07,15,codility-2.md,Takedown,1,,1
2015-07-15-meganavbar.md,2015,07,15,meganavbar.md,Takedown,1,,
2015-07-15-stereoarts.md,2015,07,15,stereoarts.md,Takedown,13,,13
2015-07-16-iw4m.md,2015,07,16,iw4m.md,Takedown,1,,
2015-07-21-2015-memetic.md,2015,07,21,2015-memetic.md,Takedown,1,,
2015-07-21-MediaWiki.md,2015,07,21,MediaWiki.md,Takedown,1,,
2015-07-21-Outfit7-1.md,2015,07,21,Outfit7-1.md,Takedown,1,,1
2015-07-21-Outfit7-2.md,2015,07,21,Outfit7-2.md,Takedown,1,,1
2015-07-21-Outfit7-3.md,2015,07,21,Outfit7-3.md,Takedown,1,,1
2015-07-21-Outfit7-4.md,2015,07,21,Outfit7-4.md,Takedown,1,,1
2015-07-21-Outfit7-5.md,2015,07,21,Outfit7-5.md,Takedown,1,,1
2015-07-21-Outfit7-6.md,2015,07,21,Outfit7-6.md,Takedown,1,,1
2015-07-21-Outfit7-7.md,2015,07,21,Outfit7-7.md,Takedown,1,,1
2015-07-21-Outfit7-8.md,2015,07,21,Outfit7-8.md,Takedown,1,,1
2015-07-21-Outfit7-9.md,2015,07,21,Outfit7-9.md,Takedown,1,,1
2015-07-21-Outfit7-10.md,2015,07,21,Outfit7-10.md,Takedown,1,,1
2015-07-21-outfit7-11.md,2015,07,21,outfit7-11.md,Takedown,1,,1
2015-07-21-outfit7-12.md,2015,07,21,outfit7-12.md,Takedown,1,,1
2015-07-21-outfit7-13.md,2015,07,21,outfit7-13.md,Takedown,1,,1
2015-07-21-outfit7-14.md,2015,07,21,outfit7-14.md,Takedown,1,,1
2015-07-21-outfit7-15.md,2015,07,21,outfit7-15.md,Takedown,1,,1
2015-07-21-outfit7-16.md,2015,07,21,outfit7-16.md,Takedown,1,,1
2015-07-21-outfit7-17.md,2015,07,21,outfit7-17.md,Takedown,1,,1
2015-07-21-outfit7-18.md,2015,07,21,outfit7-18.md,Takedown,1,,1
2015-07-21-outfit7-19.md,2015,07,21,outfit7-19.md,Takedown,1,,1
2015-07-21-outfit7-20.md,2015,07,21,outfit7-20.md,Takedown,1,,1
2015-07-21-outfit7-21.md,2015,07,21,outfit7-21.md,Takedown,1,,1
2015-07-21-outfit7-22.md,2015,07,21,outfit7-22.md,Takedown,1,,1
2015-07-21-outfit7-23.md,2015,07,21,outfit7-23.md,Takedown,1,,1
2015-07-21-outfit7-24.md,2015,07,21,outfit7-24.md,Takedown,1,,1
2015-07-21-outfit7-25.md,2015,07,21,outfit7-25.md,Takedown,1,,1
2015-07-21-outfit7-26.md,2015,07,21,outfit7-26.md,Takedown,1,,1
2015-07-21-outfit7-27.md,2015,07,21,outfit7-27.md,Takedown,1,,1
2015-07-21-outfit7-28.md,2015,07,21,outfit7-28.md,Takedown,1,,1
2015-07-21-outfit7-29.md,2015,07,21,outfit7-29.md,Takedown,1,,1
2015-07-21-outfit7-30.md,2015,07,21,outfit7-30.md,Takedown,1,,1
2015-07-21-outfit7-31.md,2015,07,21,outfit7-31.md,Takedown,1,,1
2015-07-21-outfit7-32.md,2015,07,21,outfit7-32.md,Takedown,1,,1
2015-07-21-outfit7-33.md,2015,07,21,outfit7-33.md,Takedown,1,,1
2015-07-21-outfit7-34-Counternotice.md,2015,07,21,outfit7-34-Counternotice.md,Counter Notice,1,,
2015-07-21-outfit7-34.md,2015,07,21,outfit7-34.md,Takedown,1,,1
2015-07-21-outfit7-35.md,2015,07,21,outfit7-35.md,Takedown,1,,1
2015-07-21-outfit7-36.md,2015,07,21,outfit7-36.md,Takedown,1,,1
2015-07-21-outfit7-37.md,2015,07,21,outfit7-37.md,Takedown,1,,1
2015-07-21-outfit7-38.md,2015,07,21,outfit7-38.md,Takedown,1,,1
2015-07-21-outfit7-39.md,2015,07,21,outfit7-39.md,Takedown,1,,1
2015-07-21-outfit7-40.md,2015,07,21,outfit7-40.md,Takedown,1,,1
2015-07-21-outfit7-41.md,2015,07,21,outfit7-41.md,Takedown,1,,1
2015-07-21-outfit7-42.md,2015,07,21,outfit7-42.md,Takedown,1,,1
2015-07-21-outfit7-43.md,2015,07,21,outfit7-43.md,Takedown,1,,1
2015-07-22-Dedual-Enterprises.md,2015,07,22,Dedual-Enterprises.md,Takedown,1,,
2015-07-23-Dedual-Enterprises-retraction.md,2015,07,23,Dedual-Enterprises-retraction.md,Retraction,1,,
2015-07-24-stereoarts.md,2015,07,24,stereoarts.md,Takedown,6,,6
2015-07-26-Aldec.md,2015,07,26,Aldec.md,Takedown,1,,
2015-07-26-memetic-counternotice.md,2015,07,26,memetic-counternotice.md,Counter Notice,1,,
2015-07-26-MircoORM-Counternotice.md,2015,07,26,MircoORM-Counternotice.md,Counter Notice,1,,
2015-07-26-MircoORM.md,2015,07,26,MircoORM.md,Takedown,1,,
2015-07-26-outfit7.md,2015,07,26,outfit7.md,Takedown,1,,1
2015-07-29-ECGWavesPlayer.md,2015,07,29,ECGWavesPlayer.md,Takedown,1,,
2015-07-30-Agario.md,2015,07,30,Agario.md,Takedown,1,,
2015-07-30-TMSSoftware-BCB-newComp.md,2015,07,30,TMSSoftware-BCB-newComp.md,Takedown,1,,
2015-07-30-TMSSoftware-bovspa.md,2015,07,30,TMSSoftware-bovspa.md,Takedown,1,,
2015-07-30-TMSSoftware-CalView.md,2015,07,30,TMSSoftware-CalView.md,Takedown,1,,
2015-07-30-TMSSoftware-Fontes.md,2015,07,30,TMSSoftware-Fontes.md,Takedown,1,,
2015-07-30-TMSSoftware-Meus-Projetos-Counternotice.md,2015,07,30,TMSSoftware-Meus-Projetos-Counternotice.md,Takedown,1,,
2015-07-30-TMSSoftware-RuralRobots.md,2015,07,30,TMSSoftware-RuralRobots.md,Takedown,1,,
2015-07-30-Zira.md,2015,07,30,Zira.md,Takedown,1,,
2015-07-31-Drossin.md,2015,07,31,Drossin.md,Takedown,1,,
2015-07-31-ReLogic.md,2015,07,31,ReLogic.md,Takedown,1,,
2015-07-31-Varosoft.md,2015,07,31,Varosoft.md,Takedown,1,,
2015-08-05-Codility.md,2015,08,05,Codility.md,Takedown,1,,1
2015-08-05-Outfit7.md,2015,08,05,Outfit7.md,Takedown,1,,1
2015-08-12-ByteHand.md,2015,08,12,ByteHand.md,Takedown,1,,
2015-08-12-LogZilla.md,2015,08,12,LogZilla.md,Takedown,1,,
2015-08-12-Udemy.md,2015,08,12,Udemy.md,Takedown,1,,
2015-08-13-ECGWaves.md,2015,08,13,ECGWaves.md,Takedown,1,,
2015-08-13-UCSD.md,2015,08,13,UCSD.md,Takedown,1,,1
2015-08-13-uLua.md,2015,08,13,uLua.md,Takedown,1,,
2015-08-14-Chouettes.md,2015,08,14,Chouettes.md,Takedown,1,,
2015-08-16-Broadcom.md,2015,08,16,Broadcom.md,Takedown,4,,
2015-08-16-FLVS.md,2015,08,16,FLVS.md,Takedown,1,,
2015-08-16-LINE-Corp.md,2015,08,16,LINE-Corp.md,Takedown,1,,
2015-08-16-Stronghold.md,2015,08,16,Stronghold.md,Takedown,1,,
2015-08-16-Success-Academies.md,2015,08,16,Success-Academies.md,Takedown,1,,
2015-08-16-SXP.md,2015,08,16,SXP.md,Takedown,3,,
2015-08-16-twitter-contest-bot.md,2015,08,16,twitter-contest-bot.md,Takedown,1,,
2015-08-16-WEBIM-RU.md,2015,08,16,WEBIM-RU.md,Takedown,1,,
2015-08-17-Avid.md,2015,08,17,Avid.md,Takedown,1,,
2015-08-17-LINE-Corp-counternotice.md,2015,08,17,LINE-Corp-counternotice.md,Counter Notice,1,,
2015-08-17-SHOPXX.md,2015,08,17,SHOPXX.md,Takedown,8,,8
2015-08-17-uLua-counternotice.md,2015,08,17,uLua-counternotice.md,Counter Notice,1,,
2015-08-17-Yandex.md,2015,08,17,Yandex.md,Takedown,1,,
2015-08-19-ECGWaves.md,2015,08,19,ECGWaves.md,Takedown,29,,
2015-08-21-Featherboard.md,2015,08,21,Featherboard.md,Takedown,1,,
2015-08-22-taudiovolume.md,2015,08,22,taudiovolume.md,Takedown,1,,
2015-08-24-Cisco.md,2015,08,24,Cisco.md,Takedown,1,,
2015-08-24-SuccessAcademies.md,2015,08,24,SuccessAcademies.md,Takedown,1,,
2015-08-24-Vanderbilt.md,2015,08,24,Vanderbilt.md,Takedown,1,,
2015-08-25-FLVS.md,2015,08,25,FLVS.md,Takedown,5,,
2015-08-25-Yandex.md,2015,08,25,Yandex.md,Takedown,2,,
2015-08-26-ParadoxLabs.md,2015,08,26,ParadoxLabs.md,Takedown,1,,
2015-08-27-Cisco.md,2015,08,27,Cisco.md,Takedown,10,,
2015-08-27-Tecnick.md,2015,08,27,Tecnick.md,Takedown,30,,30
2015-08-30-shopxx.md,2015,08,30,shopxx.md,Takedown,15,,15
2015-08-31-ParadoxLabs.md,2015,08,31,ParadoxLabs.md,Takedown,4,,
2015-08-31-Technick.md,2015,08,31,Technick.md,Takedown,1,,1
2015-08-31-Tecnick-2.md,2015,08,31,Tecnick-2.md,Takedown,3,,3
2015-09-01-gigmor.md,2015,09,01,gigmor.md,Takedown,1,,
2015-09-01-powerplan7.md,2015,09,01,powerplan7.md,Takedown,1,,
2015-09-01-shopxx.md,2015,09,01,shopxx.md,Takedown,6,,6
2015-09-02-NewsCred.md,2015,09,02,NewsCred.md,Takedown,1,,
2015-09-03-NewsCred.md,2015,09,03,NewsCred.md,Takedown,1,,
2015-09-03-shopxx.md,2015,09,03,shopxx.md,Takedown,2,,
2015-09-04-Codility.md,2015,09,04,Codility.md,Takedown,1,,1
2015-09-04-Equifax.md,2015,09,04,Equifax.md,Takedown,1,,
