Filename,Year,Month,Date,Description,Type of Notice,Number of Repos Affected
2018-02-01-TradingView.md,2018,02,01,TradingView,takedown,8
2018-02-02-NihonAdSystems.md,2018,02,02,NihonAdSystems,takedown,1
2018-02-05-Amazon.md,2018,02,05,Amazon,takedown,1
2018-02-05-OOF.md,2018,02,05,OOF,takedown,1
2018-02-05-Toontown.md,2018,02,05,Toontown,takedown,1
2018-02-05-WireframeShader.md,2018,02,05,WireframeShader,takedown,1
2018-02-05-embedmaker.md,2018,02,05,embedmaker,takedown,1
2018-02-06-BurpSuite.md,2018,02,06,BurpSuite,takedown,1
2018-02-06-FlatWorld.md,2018,02,06,FlatWorld,takedown,1
2018-02-06-NihonAdSystems.md,2018,02,06,NihonAdSystems,takedown,1
2018-02-06-RandomHouse.md,2018,02,06,RandomHouse,takedown,1
2018-02-06-TestDome.md,2018,02,06,TestDome,takedown,3
2018-02-06-ldonate.md,2018,02,06,ldonate,takedown,2
2018-02-07-Aetna.md,2018,02,07,Aetna,takedown,1
2018-02-07-Apple.md,2018,02,07,Apple,takedown,1
2018-02-07-AspenHysys.md,2018,02,07,AspenHysys,takedown,1
2018-02-07-OReilly.md,2018,02,07,OReilly,takedown,1
2018-02-07-RBOY.md,2018,02,07,RBOY,takedown,1
2018-02-08-Apple-2.md,2018,02,08,Apple-2,takedown,5
2018-02-08-Apple.md,2018,02,08,Apple,takedown,20
2018-02-08-NihonAdSystems.md,2018,02,08,NihonAdSystems,takedown,1
2018-02-08-RaceFlight.md,2018,02,08,RaceFlight,takedown,76
2018-02-08-SPDBCCC.md,2018,02,08,SPDBCCC,takedown,1
2018-02-09-Ankama.md,2018,02,09,Ankama,takedown,8
2018-02-09-Apple-2.md,2018,02,09,Apple-2,takedown,14
2018-02-09-Apple.md,2018,02,09,Apple,takedown,214
2018-02-09-Armsfire.md,2018,02,09,Armsfire,takedown,1
2018-02-09-Jeeplus.md,2018,02,09,Jeeplus,takedown,15
2018-02-09-POS.md,2018,02,09,POS,takedown,1
2018-02-09-TapTap.md,2018,02,09,TapTap,takedown,7
2018-02-12-AllPay.md,2018,02,12,AllPay,takedown,1
2018-02-12-Apple.md,2018,02,12,Apple,takedown,12
2018-02-12-Cygilant.md,2018,02,12,Cygilant,takedown,2
2018-02-12-ECE297.md,2018,02,12,ECE297,takedown,1
2018-02-12-Knoxss.md,2018,02,12,Knoxss,takedown,1
2018-02-12-NoStarch.md,2018,02,12,NoStarch,takedown,1
2018-02-12-OffensiveSecurity.md,2018,02,12,OffensiveSecurity,takedown,1
2018-02-12-ProfitTrailer.md,2018,02,12,ProfitTrailer,takedown,4
2018-02-12-xml.md,2018,02,12,xml,takedown,2
2018-02-13-FHAdmin.md,2018,02,13,FHAdmin,takedown,20
2018-02-13-Jeeplus.md,2018,02,13,Jeeplus,takedown,17
2018-02-13-Stereoarts.md,2018,02,13,Stereoarts,takedown,1
2018-02-13-yWorks-2.md,2018,02,13,yWorks-2,takedown,1
2018-02-13-yWorks-3.md,2018,02,13,yWorks-3,takedown,1
2018-02-13-yWorks-4.md,2018,02,13,yWorks-4,takedown,1
2018-02-13-yWorks-5.md,2018,02,13,yWorks-5,takedown,1
2018-02-13-yWorks.md,2018,02,13,yWorks,takedown,1
2018-02-14-Apex.md,2018,02,14,Apex,takedown,1
2018-02-14-CloudCraze.md,2018,02,14,CloudCraze,takedown,5
2018-02-14-DeathClick.md,2018,02,14,DeathClick,takedown,2
2018-02-14-PMG.md,2018,02,14,PMG,takedown,2
2018-02-14-POLQA.md,2018,02,14,POLQA,takedown,1
2018-02-14-Playtika.md,2018,02,14,Playtika,takedown,3
2018-02-14-RaceFlight-CounterNotice.md,2018,02,14,RaceFlight-CounterNotice,counternotice,1
2018-02-14-Suning.md,2018,02,14,Suning,takedown,1
2018-02-14-Westpac-1.md,2018,02,14,Westpac-1,takedown,1
2018-02-14-Westpac-2.md,2018,02,14,Westpac-2,takedown,1
2018-02-14-Westpac-3.md,2018,02,14,Westpac-3,takedown,1
2018-02-14-Westpac-4.md,2018,02,14,Westpac-4,takedown,1
2018-02-14-Westpac-5.md,2018,02,14,Westpac-5,takedown,1
2018-02-15-Optum.md,2018,02,15,Optum,takedown,2
2018-02-15-PortSwigger-2.md,2018,02,15,PortSwigger-2,takedown,37
2018-02-15-PortSwigger.md,2018,02,15,PortSwigger,takedown,1
2018-02-15-Raids.md,2018,02,15,Raids,takedown,1
2018-02-15-SimonSchuster.md,2018,02,15,SimonSchuster,takedown,1
2018-02-15-Smyles.md,2018,02,15,Smyles,takedown,1
2018-02-15-Target.md,2018,02,15,Target,takedown,1
2018-02-15-UnitedHealthcare.md,2018,02,15,UnitedHealthcare,takedown,2
2018-02-15-yFiles.md,2018,02,15,yFiles,takedown,1
2018-02-16-DeathClick.md,2018,02,16,DeathClick,takedown,4
2018-02-16-MultipleFactorRiskModel.md,2018,02,16,MultipleFactorRiskModel,takedown,2
2018-02-16-TechTrainingNotes.md,2018,02,16,TechTrainingNotes,takedown,1
2018-02-16-Vertical-Life.md,2018,02,16,Vertical-Life,takedown,1
2018-02-19-Attributor.md,2018,02,19,Attributor,takedown,2
2018-02-19-Auroris.md,2018,02,19,Auroris,takedown,1
2018-02-19-Ctrl-Blog.md,2018,02,19,Ctrl-Blog,takedown,1
2018-02-19-NeuLion.md,2018,02,19,NeuLion,takedown,2
2018-02-19-Nielsen-Brandbank.md,2018,02,19,Nielsen-Brandbank,takedown,1
2018-02-19-SpriteTile.md,2018,02,19,SpriteTile,takedown,1
2018-02-19-StudyKik.md,2018,02,19,StudyKik,takedown,1
2018-02-19-Yfiles.md,2018,02,19,Yfiles,takedown,1
2018-02-20-Deezer.md,2018,02,20,Deezer,takedown,6
2018-02-20-EpicGames.md,2018,02,20,EpicGames,takedown,30
2018-02-20-EveryCloud.md,2018,02,20,EveryCloud,takedown,2
2018-02-20-MP.md,2018,02,20,MP,takedown,1
2018-02-20-Pearson.md,2018,02,20,Pearson,takedown,1
2018-02-20-Virtu-2.md,2018,02,20,Virtu-2,takedown,2
2018-02-20-Virtu.md,2018,02,20,Virtu,takedown,8
2018-02-21-Apple.md,2018,02,21,Apple,takedown,4
2018-02-21-Disney.md,2018,02,21,Disney,takedown,3
2018-02-21-JiBE.md,2018,02,21,JiBE,takedown,1
2018-02-21-Snapcam.md,2018,02,21,Snapcam,takedown,1
2018-02-21-WHMCS.md,2018,02,21,WHMCS,takedown,21
2018-02-21-opennos-2.md,2018,02,21,opennos-2,takedown,1
2018-02-21-opennos.md,2018,02,21,opennos,takedown,1
2018-02-22-Apple.md,2018,02,22,Apple,takedown,20
2018-02-22-VRChat.md,2018,02,22,VRChat,takedown,2
2018-02-22-WGU.md,2018,02,22,WGU,takedown,1
2018-02-23-Apple.md,2018,02,23,Apple,takedown,9
2018-02-23-BOA.md,2018,02,23,BOA,takedown,2
2018-02-23-BTFM.md,2018,02,23,BTFM,takedown,1
2018-02-23-UCLA.md,2018,02,23,UCLA,takedown,1
2018-02-26-Apple.md,2018,02,26,Apple,takedown,20
2018-02-26-FHAdmin.md,2018,02,26,FHAdmin,takedown,1
2018-02-26-Optum-2.md,2018,02,26,Optum-2,takedown,3
2018-02-26-Optum-3.md,2018,02,26,Optum-3,takedown,1
2018-02-26-Optum-4.md,2018,02,26,Optum-4,takedown,2
2018-02-26-Optum.md,2018,02,26,Optum,takedown,1
2018-02-26-SSR-2.md,2018,02,26,SSR-2,takedown,1
2018-02-26-SSR.md,2018,02,26,SSR,takedown,1
2018-02-26-UHC.md,2018,02,26,UHC,takedown,2
2018-02-27-Amazon.md,2018,02,27,Amazon,takedown,1
2018-02-27-BofA.md,2018,02,27,BofA,takedown,2
2018-02-27-Fujian-Newland.md,2018,02,27,Fujian-Newland,takedown,1
2018-02-27-TuneIn.md,2018,02,27,TuneIn,takedown,9
2018-02-27-Whimtrack.md,2018,02,27,Whimtrack,takedown,1
2018-02-27-XMind.md,2018,02,27,XMind,takedown,1
2018-02-27-equis.md,2018,02,27,equis,takedown,2
2018-02-28-Attributor.md,2018,02,28,Attributor,takedown,7
2018-02-28-Limilabs.md,2018,02,28,Limilabs,takedown,6
2018-02-28-SecurityVans.md,2018,02,28,SecurityVans,takedown,2
2018-03-01-Spotify.md,2018,03,01,Spotify,takedown,136
2018-03-01-Telebreeze.md,2018,03,01,Telebreeze,takedown,5
2018-03-01-TestDome.md,2018,03,01,TestDome,takedown,1
2018-03-01-enVista.md,2018,03,01,enVista,takedown,1
2018-03-01-fork.md,2018,03,01,fork,takedown,1
2018-03-03-Apple.md,2018,03,03,Apple,takedown,3
2018-03-03-DiscordIntegration.md,2018,03,03,DiscordIntegration,takedown,1
2018-03-03-FujianNewland.md,2018,03,03,FujianNewland,takedown,3
2018-03-03-PortSwigger-2.md,2018,03,03,PortSwigger-2,takedown,12
2018-03-03-PortSwigger.md,2018,03,03,PortSwigger,takedown,12
2018-03-03-TuneIn.md,2018,03,03,TuneIn,takedown,26
2018-03-03-awosoft.md,2018,03,03,awosoft,takedown,1
2018-03-05-Atlassian.md,2018,03,05,Atlassian,takedown,4
2018-03-05-FHAdmin.md,2018,03,05,FHAdmin,takedown,1
2018-03-05-Jira.md,2018,03,05,Jira,takedown,1
2018-03-05-OffensiveSecurity.md,2018,03,05,OffensiveSecurity,takedown,3
2018-03-05-fork.md,2018,03,05,fork,takedown,2
2018-03-06-LANDI.md,2018,03,06,LANDI,takedown,1
2018-03-06-Odoo.md,2018,03,06,Odoo,takedown,1
2018-03-06-Zanichelli.md,2018,03,06,Zanichelli,takedown,1
2018-03-07-BurpSuite.md,2018,03,07,BurpSuite,takedown,6
2018-03-07-ComputerScienceDistilled.md,2018,03,07,ComputerScienceDistilled,takedown,1
2018-03-07-Coverity.md,2018,03,07,Coverity,takedown,1
2018-03-07-Jetbrains-2.md,2018,03,07,Jetbrains-2,takedown,50
2018-03-07-Jetbrains.md,2018,03,07,Jetbrains,takedown,52
2018-03-07-KanbanZone.md,2018,03,07,KanbanZone,takedown,1
2018-03-07-Pixonic.md,2018,03,07,Pixonic,takedown,3
2018-03-07-Stats.md,2018,03,07,Stats,takedown,1
2018-03-08-Carson-Dellosa.md,2018,03,08,Carson-Dellosa,takedown,1
2018-03-08-ClarivateAnalytics.md,2018,03,08,ClarivateAnalytics,takedown,1
2018-03-08-FiveM.md,2018,03,08,FiveM,takedown,2
2018-03-08-JBHunt.md,2018,03,08,JBHunt,takedown,2
2018-03-08-MyWxxcxProject.md,2018,03,08,MyWxxcxProject,takedown,2
2018-03-08-Optum-2.md,2018,03,08,Optum-2,takedown,1
2018-03-08-Optum-3.md,2018,03,08,Optum-3,takedown,1
2018-03-08-Optum-4.md,2018,03,08,Optum-4,takedown,1
2018-03-08-Optum-5.md,2018,03,08,Optum-5,takedown,1
2018-03-08-Optum-6.md,2018,03,08,Optum-6,takedown,1
2018-03-08-Optum.md,2018,03,08,Optum,takedown,1
2018-03-08-PolytechnicUniversityofMadrid.md,2018,03,08,PolytechnicUniversityofMadrid,takedown,1
2018-03-08-PyDeGiro.md,2018,03,08,PyDeGiro,takedown,1
2018-03-08-Random-House.md,2018,03,08,Random-House,takedown,1
2018-03-08-UHC-2.md,2018,03,08,UHC-2,takedown,1
2018-03-08-UHC.md,2018,03,08,UHC,takedown,3
2018-03-08-UHG-2.md,2018,03,08,UHG-2,takedown,1
2018-03-08-UHG.md,2018,03,08,UHG,takedown,2
2018-03-09-Optum-2.md,2018,03,09,Optum-2,takedown,1
2018-03-09-Optum-3.md,2018,03,09,Optum-3,takedown,1
2018-03-09-Optum-4.md,2018,03,09,Optum-4,takedown,1
2018-03-09-Optum-5.md,2018,03,09,Optum-5,takedown,2
2018-03-09-Optum.md,2018,03,09,Optum,takedown,2
2018-03-09-QIYI.md,2018,03,09,QIYI,takedown,1
2018-03-09-UHC.md,2018,03,09,UHC,takedown,2
2018-03-12-Carson-Dellosa.md,2018,03,12,Carson-Dellosa,takedown,3
2018-03-12-CracktheCoding.md,2018,03,12,CracktheCoding,takedown,1
2018-03-12-DesertEagle.md,2018,03,12,DesertEagle,takedown,6
2018-03-12-Directed.md,2018,03,12,Directed,takedown,1
2018-03-12-Handsome.md,2018,03,12,Handsome,takedown,3
2018-03-12-Jelurida.md,2018,03,12,Jelurida,takedown,1
2018-03-12-KanbanZone.md,2018,03,12,KanbanZone,takedown,1
2018-03-12-MailWizz.md,2018,03,12,MailWizz,takedown,1
2018-03-12-Oxford.md,2018,03,12,Oxford,takedown,1
2018-03-12-PolytechnicUniversityofMadrid-2.md,2018,03,12,PolytechnicUniversityofMadrid-2,takedown,1
2018-03-12-PolytechnicUniversityofMadrid.md,2018,03,12,PolytechnicUniversityofMadrid,takedown,2
2018-03-12-ProjectSpartan.md,2018,03,12,ProjectSpartan,takedown,1
2018-03-12-VFX.md,2018,03,12,VFX,takedown,1
2018-03-12-VTuber.md,2018,03,12,VTuber,takedown,1
2018-03-13-Deezer-2.md,2018,03,13,Deezer-2,takedown,20
2018-03-13-Deezer.md,2018,03,13,Deezer,takedown,8
2018-03-13-Limilabs-2.md,2018,03,13,Limilabs-2,takedown,1
2018-03-13-Limilabs.md,2018,03,13,Limilabs,takedown,1
2018-03-13-Solera.md,2018,03,13,Solera,takedown,1
2018-03-13-Synology.md,2018,03,13,Synology,takedown,14
2018-03-14-CoinFalcon.md,2018,03,14,CoinFalcon,takedown,1
2018-03-14-Handsome.md,2018,03,14,Handsome,takedown,1
2018-03-14-OffensiveSecurity.md,2018,03,14,OffensiveSecurity,takedown,45
2018-03-14-Shaded.md,2018,03,14,Shaded,takedown,1
2018-03-14-Starbucks-2.md,2018,03,14,Starbucks-2,takedown,1
2018-03-14-Starbucks.md,2018,03,14,Starbucks,takedown,2
2018-03-14-Zype.md,2018,03,14,Zype,takedown,1
2018-03-15-AIG.md,2018,03,15,AIG,takedown,1
2018-03-15-Arcaea.md,2018,03,15,Arcaea,takedown,1
2018-03-15-CrackingtheCoding-2.md,2018,03,15,CrackingtheCoding-2,takedown,1
2018-03-15-CrackingtheCoding.md,2018,03,15,CrackingtheCoding,takedown,173
2018-03-15-ImagineLine.md,2018,03,15,ImagineLine,takedown,1
2018-03-15-Microsoft.md,2018,03,15,Microsoft,takedown,2
2018-03-15-StereoArts.md,2018,03,15,StereoArts,takedown,3
2018-03-15-Stratasys.md,2018,03,15,Stratasys,takedown,1
2018-03-15-TradingView.md,2018,03,15,TradingView,takedown,10
2018-03-15-Yotme.md,2018,03,15,Yotme,takedown,1
2018-03-16-Apple.md,2018,03,16,Apple,takedown,1
2018-03-16-PolytechnicUniversityofMadrid-CounterNotice.md,2018,03,16,PolytechnicUniversityofMadrid-CounterNotice,counternotice,2
2018-03-16-Teleperformance.md,2018,03,16,Teleperformance,takedown,4
2018-03-16-Wabg.md,2018,03,16,Wabg,takedown,1
2018-03-19-AMI.md,2018,03,19,AMI,takedown,1
2018-03-19-Apple.md,2018,03,19,Apple,takedown,1
2018-03-19-Croogla.md,2018,03,19,Croogla,takedown,1
2018-03-19-FantasyGirl.md,2018,03,19,FantasyGirl,takedown,1
2018-03-19-FlatWorld-CounterNotice.md,2018,03,19,FlatWorld-CounterNotice,counternotice,1
2018-03-19-GYMatch.md,2018,03,19,GYMatch,takedown,2
2018-03-19-QIYI.md,2018,03,19,QIYI,takedown,5
2018-03-19-RightBlaster-2.md,2018,03,19,RightBlaster-2,takedown,1
2018-03-19-RightBlaster-3.md,2018,03,19,RightBlaster-3,takedown,1
2018-03-19-RightBlaster-4.md,2018,03,19,RightBlaster-4,takedown,1
2018-03-19-RightBlaster.md,2018,03,19,RightBlaster,takedown,1
2018-03-20-Attributor.md,2018,03,20,Attributor,takedown,2
2018-03-20-BurpSuite.md,2018,03,20,BurpSuite,takedown,1
2018-03-20-OffensiveSecurity.md,2018,03,20,OffensiveSecurity,takedown,14
2018-03-20-OpenCV.md,2018,03,20,OpenCV,takedown,1
2018-03-20-PracticalPython.md,2018,03,20,PracticalPython,takedown,2
2018-03-20-Solera-2.md,2018,03,20,Solera-2,takedown,1
2018-03-20-Solera.md,2018,03,20,Solera,takedown,1
2018-03-20-Stereoarts.md,2018,03,20,Stereoarts,takedown,1
