Filename,Year,Month,Date,Description,Type of Notice,Number of Repos Affected
2019-01-08-yFiles-4.md,2019,1,8,yFiles-4,takedown,1
2019-01-08-yFiless.md,2019,1,8,yFiless,takedown,1
2019-01-09-CapitalOne.md,2019,1,9,CapitalOne,takedown,1
2019-01-09-Enroute.md,2019,1,9,Enroute,takedown,1
2019-01-09-Mobiscroll.md,2019,1,9,Mobiscroll,takedown,23
2019-01-09-OffensiveSecurity.md,2019,1,9,OffensiveSecurity,takedown,29
2019-01-09-Zurich.md,2019,1,9,Zurich,takedown,1
2019-01-10-Attributor2.md,2019,1,10,Attributor2,takedown,1
2019-01-10-Devploit.md,2019,1,10,Devploit,takedown,3
2019-01-10-FHAdmin.md,2019,1,10,FHAdmin,takedown,3
2019-01-10-Onsist.md,2019,1,10,Onsist,takedown,5
2019-01-11-CXJ.md,2019,1,11,CXJ,takedown,1
2019-01-11-CambridgeIntelligence.md,2019,1,11,CambridgeIntelligence,takedown,1
2019-01-11-Codility.md,2019,1,11,Codility,takedown,1
2019-01-11-CrackingtheCode.md,2019,1,11,CrackingtheCode,takedown,4
2019-01-11-Enroute.md,2019,1,11,Enroute,takedown,2
2019-01-11-Fiverr.md,2019,1,11,Fiverr,takedown,1
2019-01-11-LobbyMess-CounterNotice.md,2019,1,11,LobbyMess-CounterNotice,counternotice,1
2019-01-11-MissFresh-2.md,2019,1,11,MissFresh-2,takedown,1
2019-01-11-MissFresh.md,2019,1,11,MissFresh,takedown,1
2019-01-11-MyApp.md,2019,1,11,MyApp,takedown,12
2019-01-11-OSTEP.md,2019,1,11,OSTEP,takedown,1
2019-01-11-PayCenter.md,2019,1,11,PayCenter,takedown,1
2019-01-11-SYDA.md,2019,1,11,SYDA,takedown,1
2019-01-11-Springer.md,2019,1,11,Springer,takedown,1
2019-01-11-tax-platform.md,2019,1,11,tax-platform,takedown,1
2019-01-13-Longrise.md,2019,1,13,Longrise,takedown,1
2019-01-14-FHAdmin.md,2019,1,14,FHAdmin,takedown,4
2019-01-14-Jetbrains.md,2019,1,14,Jetbrains,takedown,84
2019-01-14-ListApp.md,2019,1,14,ListApp,takedown,3
2019-01-14-Pearson.md,2019,1,14,Pearson,takedown,9
2019-01-15-BOA.md,2019,1,15,BOA,takedown,1
2019-01-15-MercadoLibre.md,2019,1,15,MercadoLibre,takedown,1
2019-01-15-Odoo.md,2019,1,15,Odoo,takedown,1
2019-01-15-OfferUp.md,2019,1,15,OfferUp,takedown,1
2019-01-16-EVP.md,2019,1,16,EVP,takedown,1
2019-01-16-Fiverr.md,2019,1,16,Fiverr,takedown,3
2019-01-16-HIKVISION.md,2019,1,16,HIKVISION,takedown,4
2019-01-16-Hachette.md,2019,1,16,Hachette,takedown,1
2019-01-16-InspireUI.md,2019,1,16,InspireUI,takedown,1
2019-01-16-JavaConnector.md,2019,1,16,JavaConnector,takedown,3
2019-01-16-Nexon.md,2019,1,16,Nexon,takedown,1
2019-01-16-OSTEP.md,2019,1,16,OSTEP,takedown,9
2019-01-16-Pearson.md,2019,1,16,Pearson,takedown,1
2019-01-16-PointZero.md,2019,1,16,PointZero,takedown,1
2019-01-16-Solenxia-hub-core.md,2019,1,16,Solenxia-hub-core,takedown,1
2019-01-16-StereoArts.md,2019,1,16,StereoArts,takedown,2
2019-01-16-TheRealm.md,2019,1,16,TheRealm,takedown,2
2019-01-16-Wipro.md,2019,1,16,Wipro,takedown,3
2019-01-16-Xfyun.md,2019,1,16,Xfyun,takedown,3
2019-01-16-longrise-2.md,2019,1,16,longrise-2,takedown,1
2019-01-16-longrise.md,2019,1,16,longrise,takedown,1
2019-01-16-ziggurat.md,2019,1,16,ziggurat,takedown,1
2019-01-17-Aspnet.md,2019,1,17,Aspnet,takedown,23
2019-01-17-Attributor.md,2019,1,17,Attributor,takedown,1
2019-01-17-FHAdmin.md,2019,1,17,FHAdmin,takedown,3
2019-01-17-Planarslam.md,2019,1,17,Planarslam,takedown,2
2019-01-17-VMEI.md,2019,1,17,VMEI,takedown,1
2019-01-17-longrise-3.md,2019,1,17,longrise-3,takedown,1
2019-01-17-zhub.md,2019,1,17,zhub,takedown,1
2019-01-18-1800Flowers.md,2019,1,18,1800Flowers,takedown,17
2019-01-18-AppleCAM.md,2019,1,18,AppleCAM,takedown,1
2019-01-18-EKP.md,2019,1,18,EKP,takedown,1
2019-01-18-FaceGo.md,2019,1,18,FaceGo,takedown,1
2019-01-18-Fortnite.md,2019,1,18,Fortnite,takedown,3
2019-01-18-GM.md,2019,1,18,GM,takedown,1
2019-01-18-Kingsoft.md,2019,1,18,Kingsoft,takedown,1
2019-01-18-NTT-DOCOMO.md,2019,1,18,NTT-DOCOMO,takedown,1
2019-01-18-RogueWave.md,2019,1,18,RogueWave,takedown,1
2019-01-18-Workarea.md,2019,1,18,Workarea,takedown,1
2019-01-21-cprimerplus.md,2019,1,21,cprimerplus,takedown,1
2019-01-21-fcmb.md,2019,1,21,fcmb,takedown,3
2019-01-21-filtermaps.md,2019,1,21,filtermaps,takedown,1
2019-01-21-yworks.md,2019,1,21,yworks,takedown,1
2019-01-22-CambridgeIntelligence.md,2019,1,22,CambridgeIntelligence,takedown,1
2019-01-22-MercadoLibre.md,2019,1,22,MercadoLibre,takedown,3
2019-01-22-TechSmith.md,2019,1,22,TechSmith,takedown,1
2019-01-22-yworks-2.md,2019,1,22,yworks-2,takedown,1
2019-01-22-yworks-3.md,2019,1,22,yworks-3,takedown,1
2019-01-22-yworks-4.md,2019,1,22,yworks-4,takedown,1
2019-01-22-yworks-5.md,2019,1,22,yworks-5,takedown,1
2019-01-22-yworks.md,2019,1,22,yworks,takedown,1
2019-01-23-Amazon.md,2019,1,23,Amazon,takedown,4
2019-01-23-BigPlan.md,2019,1,23,BigPlan,takedown,2
2019-01-23-Freecharge.md,2019,1,23,Freecharge,takedown,7
2019-01-23-Hachette.md,2019,1,23,Hachette,takedown,1
2019-01-23-Handsome.md,2019,1,23,Handsome,takedown,51
2019-01-23-Linuxin5days.md,2019,1,23,Linuxin5days,takedown,295
2019-01-23-Longrise-2.md,2019,1,23,Longrise-2,takedown,1
2019-01-23-ProfessorMesser.md,2019,1,23,ProfessorMesser,takedown,1
2019-01-23-Rboy-2.md,2019,1,23,Rboy-2,takedown,9
2019-01-23-Rboy.md,2019,1,23,Rboy,takedown,1
2019-01-23-SXMaps.md,2019,1,23,SXMaps,takedown,1
2019-01-23-Taiko.md,2019,1,23,Taiko,takedown,1
2019-01-23-Volosoft.md,2019,1,23,Volosoft,takedown,2
2019-01-23-ZHub.md,2019,1,23,ZHub,takedown,1
2019-01-23-cloudwalk.md,2019,1,23,cloudwalk,takedown,1
2019-01-23-mailforge.md,2019,1,23,mailforge,takedown,1
2019-01-24-Bryxen.md,2019,1,24,Bryxen,takedown,1
2019-01-24-Nexon.md,2019,1,24,Nexon,takedown,8
2019-01-24-wildstar.md,2019,1,24,wildstar,takedown,1
2019-01-25-FHAdmin.md,2019,1,25,FHAdmin,takedown,6
2019-01-25-ammyy.md,2019,1,25,ammyy,takedown,1
2019-01-28-Amazon.md,2019,1,28,Amazon,takedown,8
2019-01-28-Avanan.md,2019,1,28,Avanan,takedown,1
2019-01-28-Dolby.md,2019,1,28,Dolby,takedown,2
2019-01-28-OffensiveSecurity.md,2019,1,28,OffensiveSecurity,takedown,1
2019-01-28-Packt.md,2019,1,28,Packt,takedown,60
2019-01-28-Pearson-2.md,2019,1,28,Pearson-2,takedown,1
2019-01-28-Pearson.md,2019,1,28,Pearson,takedown,1
2019-01-28-Reuters.md,2019,1,28,Reuters,takedown,1
2019-01-28-SmartThings.md,2019,1,28,SmartThings,takedown,1
2019-01-28-Testdome.md,2019,1,28,Testdome,takedown,1
2019-01-28-Zwibbler.md,2019,1,28,Zwibbler,takedown,5
2019-01-28-longrise.md,2019,1,28,longrise,takedown,1
2019-01-28-skypool.md,2019,1,28,skypool,takedown,1
2019-01-28-sso.md,2019,1,28,sso,takedown,4
2019-01-28-yWorks-2.md,2019,1,28,yWorks-2,takedown,1
2019-01-28-yWorks-3.md,2019,1,28,yWorks-3,takedown,1
2019-01-28-yWorks.md,2019,1,28,yWorks,takedown,1
2019-01-29-Maverick.md,2019,1,29,Maverick,takedown,1
2019-01-29-OnTheGoSystems.md,2019,1,29,OnTheGoSystems,takedown,1
2019-01-29-Taiko-CounterNotice.md,2019,1,29,Taiko-CounterNotice,counternotice,1
2019-01-29-Terraria.md,2019,1,29,Terraria,takedown,80
2019-01-29-wildstar-CounterNotice.md,2019,1,29,wildstar-CounterNotice,counternotice,1
2019-01-30-EasyAdmin.md,2019,1,30,EasyAdmin,takedown,3
2019-01-30-Skypool-CounterNotice.md,2019,1,30,Skypool-CounterNotice,counternotice,2
2019-01-30-caffeee-app.md,2019,1,30,caffeee-app,takedown,1
2019-01-30-okapi.md,2019,1,30,okapi,takedown,2
2019-01-30-pearson-2.md,2019,1,30,pearson-2,takedown,1
2019-01-30-pearson.md,2019,1,30,pearson,takedown,1
2019-01-30-weekendesk.md,2019,1,30,weekendesk,takedown,1
2019-01-30-work-isvwh.md,2019,1,30,work-isvwh,takedown,1
2019-01-30-yworks.md,2019,1,30,yworks,takedown,1
2019-01-30-zengxin8.md,2019,1,30,zengxin8,takedown,1
2019-01-31-HololensShoulderPack.md,2019,1,31,HololensShoulderPack,takedown,1
2019-01-31-MCDataPlus.md,2019,1,31,MCDataPlus,takedown,4
2019-01-31-Merck.md,2019,1,31,Merck,takedown,1
2019-01-31-Qualcomm.md,2019,1,31,Qualcomm,takedown,5
2019-01-31-UniFocus.md,2019,1,31,UniFocus,takedown,1
2019-01-31-Webkul-1.md,2019,1,31,Webkul-1,takedown,1
2019-01-31-Webkul-2.md,2019,1,31,Webkul-2,takedown,2
2019-01-31-Webkul-3.md,2019,1,31,Webkul-3,takedown,2
2019-01-31-Webkul-4.md,2019,1,31,Webkul-4,takedown,2
2019-01-31-Webkul-5.md,2019,1,31,Webkul-5,takedown,2
2019-01-31-Webkul.md,2019,1,31,Webkul,takedown,2
2019-01-31-gomeholdings.md,2019,1,31,gomeholdings,takedown,2
2019-01-31-laraclassified.md,2019,1,31,laraclassified,takedown,1
2019-01-31-node-es6-request.md,2019,1,31,node-es6-request,takedown,2
2019-02-01-longrise-10.md,2019,2,1,longrise-10,takedown,1
2019-02-01-longrise-11.md,2019,2,1,longrise-11,takedown,1
2019-02-01-longrise-12.md,2019,2,1,longrise-12,takedown,1
2019-02-01-longrise-13.md,2019,2,1,longrise-13,takedown,1
2019-02-01-longrise-14.md,2019,2,1,longrise-14,takedown,1
2019-02-01-longrise-2.md,2019,2,1,longrise-2,takedown,1
2019-02-01-longrise-3.md,2019,2,1,longrise-3,takedown,1
2019-02-01-longrise-4.md,2019,2,1,longrise-4,takedown,1
2019-02-01-longrise-5.md,2019,2,1,longrise-5,takedown,1
2019-02-01-longrise-6.md,2019,2,1,longrise-6,takedown,1
2019-02-01-longrise-7.md,2019,2,1,longrise-7,takedown,1
2019-02-01-longrise-8.md,2019,2,1,longrise-8,takedown,1
2019-02-01-longrise-9.md,2019,2,1,longrise-9,takedown,1
2019-02-01-longrise.md,2019,2,1,longrise,takedown,1
2019-02-01-synopsys.md,2019,2,1,synopsys,takedown,12
2019-02-01-uhcgrounds.md,2019,2,1,uhcgrounds,takedown,1
2019-02-04-Hachette.md,2019,2,4,Hachette,takedown,1
2019-02-04-Pearson.md,2019,2,4,Pearson,takedown,2
2019-02-04-Ragnarok-CounterNotice.md,2019,2,4,Ragnarok-CounterNotice,counternotice,2
2019-02-04-Rboy.md,2019,2,4,Rboy,takedown,1
2019-02-04-SVB.md,2019,2,4,SVB,takedown,1
2019-02-05-Nexon.md,2019,2,5,Nexon,takedown,1
2019-02-05-Webkul.md,2019,2,5,Webkul,takedown,14
2019-02-05-donutteam.md,2019,2,5,donutteam,takedown,1
2019-02-05-finarp.md,2019,2,5,finarp,takedown,6
2019-02-05-multimediallc.md,2019,2,5,multimediallc,takedown,25
2019-02-05-taiko-web.md,2019,2,5,taiko-web,takedown,144
2019-02-06-Donuts.md,2019,2,6,Donuts,takedown,4
2019-02-06-Pearson.md,2019,2,6,Pearson,takedown,1
2019-02-06-cnsuning.md,2019,2,6,cnsuning,takedown,1
2019-02-06-mobicraft.md,2019,2,6,mobicraft,takedown,1
2019-02-07-LearnPythonTheHardWay.md,2019,2,7,LearnPythonTheHardWay,takedown,1
2019-02-07-OffensiveSecurity-2.md,2019,2,7,OffensiveSecurity-2,takedown,3
2019-02-07-OffensiveSecurity.md,2019,2,7,OffensiveSecurity,takedown,2
2019-02-07-jd.md,2019,2,7,jd,takedown,1
2019-02-07-snapwiz.md,2019,2,7,snapwiz,takedown,2
2019-02-07-talha.md,2019,2,7,talha,takedown,1
2019-02-07-yworks.md,2019,2,7,yworks,takedown,1
2019-02-08-Nexon.md,2019,2,8,Nexon,takedown,9
2019-02-11-Apollo.md,2019,2,11,Apollo,takedown,1
2019-02-11-codility.md,2019,2,11,codility,takedown,1
2019-02-12-ADP-2.md,2019,2,12,ADP-2,takedown,2
2019-02-12-ADP.md,2019,2,12,ADP,takedown,1
2019-02-12-Ableton.md,2019,2,12,Ableton,takedown,1
2019-02-12-Codility.md,2019,2,12,Codility,takedown,1
2019-02-12-Font-Awesome.md,2019,2,12,Font-Awesome,takedown,58
2019-02-12-HQFire.md,2019,2,12,HQFire,takedown,1
2019-02-12-Stereoarts.md,2019,2,12,Stereoarts,takedown,3
2019-02-12-Undertale.md,2019,2,12,Undertale,takedown,1
2019-02-12-Xigncode.md,2019,2,12,Xigncode,takedown,3
2019-02-12-Zwibbler.md,2019,2,12,Zwibbler,takedown,6
2019-02-12-dmm.md,2019,2,12,dmm,takedown,1
2019-02-13-Codility-2.md,2019,2,13,Codility-2,takedown,1
2019-02-13-Codility.md,2019,2,13,Codility,takedown,1
2019-02-13-Pearson.md,2019,2,13,Pearson,takedown,1
2019-02-14-Ascend.md,2019,2,14,Ascend,takedown,1
2019-02-14-NewRailAlphabet.md,2019,2,14,NewRailAlphabet,takedown,1
2019-02-14-StrategicCyber.md,2019,2,14,StrategicCyber,takedown,13
2019-02-14-gomeplus.md,2019,2,14,gomeplus,takedown,1
2019-02-15-Amazon.md,2019,2,15,Amazon,takedown,3
2019-02-15-Onsist.md,2019,2,15,Onsist,takedown,4
2019-02-18-Donuts.md,2019,2,18,Donuts,takedown,1
2019-02-18-logoxnet.md,2019,2,18,logoxnet,takedown,1
2019-02-18-sun1ng.md,2019,2,18,sun1ng,takedown,8
2019-02-19-Codility-2.md,2019,2,19,Codility-2,takedown,3
2019-02-19-Codility.md,2019,2,19,Codility,takedown,1
2019-02-19-DL4CV.md,2019,2,19,DL4CV,takedown,4
2019-02-19-Odoo.md,2019,2,19,Odoo,takedown,10
2019-02-19-Qualcomm.md,2019,2,19,Qualcomm,takedown,16
2019-02-19-Scribd.md,2019,2,19,Scribd,takedown,1
2019-02-19-littlestream.md,2019,2,19,littlestream,takedown,1
2019-02-20-OMiCheck.md,2019,2,20,OMiCheck,takedown,1
2019-02-20-SquareTrade.md,2019,2,20,SquareTrade,takedown,2
2019-02-20-UniversityOfToronto.md,2019,2,20,UniversityOfToronto,takedown,1
2019-02-20-bluetoothle.md,2019,2,20,bluetoothle,takedown,1
2019-02-20-clab.md,2019,2,20,clab,takedown,1
2019-02-20-pearson.md,2019,2,20,pearson,takedown,1
2019-02-20-sensetime.md,2019,2,20,sensetime,takedown,2
2019-02-21-Ableton-CounterNotice.md,2019,2,21,Ableton-CounterNotice,counternotice,1
2019-02-21-BIT.md,2019,2,21,BIT,takedown,6
2019-02-21-Codility.md,2019,2,21,Codility,takedown,108
2019-02-21-Fiori.md,2019,2,21,Fiori,takedown,1
2019-02-21-HQfire.md,2019,2,21,HQfire,takedown,1
2019-02-21-Lazada.md,2019,2,21,Lazada,takedown,1
2019-02-21-Penguin.md,2019,2,21,Penguin,takedown,2
2019-02-21-Sensetime.md,2019,2,21,Sensetime,takedown,4
2019-02-21-Swifter.md,2019,2,21,Swifter,takedown,317
2019-02-21-Terraria-CounterNotice.md,2019,2,21,Terraria-CounterNotice,counternotice,1
2019-02-21-pearson.md,2019,2,21,pearson,takedown,1
2019-02-22-FastRetailing.md,2019,2,22,FastRetailing,takedown,1
2019-02-22-PostCHLtd-2.md,2019,2,22,PostCHLtd-2,takedown,1
2019-02-22-PostCHLtd.md,2019,2,22,PostCHLtd,takedown,1
2019-02-22-telerikui.md,2019,2,22,telerikui,takedown,1
2019-02-22-tillster.md,2019,2,22,tillster,takedown,1
2019-02-25-BMO-2.md,2019,2,25,BMO-2,takedown,1
2019-02-25-BMO.md,2019,2,25,BMO,takedown,1
2019-02-25-IKM.md,2019,2,25,IKM,takedown,5
2019-02-25-Packt.md,2019,2,25,Packt,takedown,1
2019-02-25-Pearson.md,2019,2,25,Pearson,takedown,1
2019-02-25-Qualcomm.md,2019,2,25,Qualcomm,takedown,1
2019-02-25-Sanoma.md,2019,2,25,Sanoma,takedown,1
2019-02-25-longrise.md,2019,2,25,longrise,takedown,14
2019-02-25-wellbia.md,2019,2,25,wellbia,takedown,12
2019-02-25-yWorks.md,2019,2,25,yWorks,takedown,1
2019-02-26-ICS440.md,2019,2,26,ICS440,takedown,4
2019-02-26-TextNow.md,2019,2,26,TextNow,takedown,14
2019-02-26-fontsmith.md,2019,2,26,fontsmith,takedown,134
2019-02-27-Arcaea.md,2019,2,27,Arcaea,takedown,1
2019-02-27-Askama.md,2019,2,27,Askama,takedown,2
2019-02-27-Cisco.md,2019,2,27,Cisco,takedown,2
2019-02-27-Intranet.md,2019,2,27,Intranet,takedown,1
2019-02-27-PostCHLtd.md,2019,2,27,PostCHLtd,takedown,9
2019-02-27-ajtek.md,2019,2,27,ajtek,takedown,1
2019-02-28-Adobe.md,2019,2,28,Adobe,takedown,2
2019-02-28-CaveRunner.md,2019,2,28,CaveRunner,takedown,1
2019-02-28-DeepThoughts.md,2019,2,28,DeepThoughts,takedown,2
2019-02-28-Discovery.md,2019,2,28,Discovery,takedown,1
2019-02-28-FCMB.md,2019,2,28,FCMB,takedown,1
2019-02-28-Ingeus.md,2019,2,28,Ingeus,takedown,1
2019-02-28-RythmBot.md,2019,2,28,RythmBot,takedown,3
2019-02-28-SunnyByte.md,2019,2,28,SunnyByte,takedown,1
2019-02-28-prominentcolor.md,2019,2,28,prominentcolor,takedown,2
2019-02-28-saffron.md,2019,2,28,saffron,takedown,2
2019-03-01-infistar.md,2019,3,1,infistar,takedown,1
2019-03-04-AscendLearning.md,2019,3,4,AscendLearning,takedown,1
2019-03-04-Codility.md,2019,3,4,Codility,takedown,1
2019-03-04-CrackingtheCoding-10.md,2019,3,4,CrackingtheCoding-10,takedown,87
2019-03-04-CrackingtheCoding-11.md,2019,3,4,CrackingtheCoding-11,takedown,30
2019-03-04-CrackingtheCoding-2.md,2019,3,4,CrackingtheCoding-2,takedown,11
2019-03-04-CrackingtheCoding-3.md,2019,3,4,CrackingtheCoding-3,takedown,7
2019-03-04-CrackingtheCoding-4.md,2019,3,4,CrackingtheCoding-4,takedown,1
2019-03-04-CrackingtheCoding-5.md,2019,3,4,CrackingtheCoding-5,takedown,1
2019-03-04-CrackingtheCoding-6.md,2019,3,4,CrackingtheCoding-6,takedown,32
2019-03-04-CrackingtheCoding-7.md,2019,3,4,CrackingtheCoding-7,takedown,1
2019-03-04-CrackingtheCoding-8.md,2019,3,4,CrackingtheCoding-8,takedown,2
2019-03-04-CrackingtheCoding-9.md,2019,3,4,CrackingtheCoding-9,takedown,2
2019-03-04-CrackingtheCoding.md,2019,3,4,CrackingtheCoding,takedown,427
2019-03-04-Nielsen.md,2019,3,4,Nielsen,takedown,1
2019-03-04-WHMCS.md,2019,3,4,WHMCS,takedown,1
2019-03-04-designerpages.md,2019,3,4,designerpages,takedown,1
2019-03-05-CrackingtheCode-4.md,2019,3,5,CrackingtheCode-4,takedown,1
2019-03-05-CrackingtheCode-5.md,2019,3,5,CrackingtheCode-5,takedown,1
2019-03-05-CrackingtheCoding-2.md,2019,3,5,CrackingtheCoding-2,takedown,4
2019-03-05-CrackingtheCoding-3.md,2019,3,5,CrackingtheCoding-3,takedown,62
2019-03-05-CrackingtheCoding.md,2019,3,5,CrackingtheCoding,takedown,24
2019-03-05-WindowsSpyBlocker.md,2019,3,5,WindowsSpyBlocker,takedown,4
2019-03-05-techmahindra.md,2019,3,5,techmahindra,takedown,3
2019-03-05-yworks-2.md,2019,3,5,yworks-2,takedown,1
2019-03-05-yworks-3.md,2019,3,5,yworks-3,takedown,1
2019-03-05-yworks-4.md,2019,3,5,yworks-4,takedown,1
2019-03-05-yworks-5.md,2019,3,5,yworks-5,takedown,1
2019-03-05-yworks.md,2019,3,5,yworks,takedown,1
2019-03-06-CrackingtheCode-2.md,2019,3,6,CrackingtheCode-2,takedown,1
2019-03-06-CrackingtheCode-3.md,2019,3,6,CrackingtheCode-3,takedown,1
2019-03-06-CrackingtheCode.md,2019,3,6,CrackingtheCode,takedown,1
2019-03-06-OptumSoft.md,2019,3,6,OptumSoft,takedown,1
2019-03-06-fakku.md,2019,3,6,fakku,takedown,1
2019-03-07-CallScreening.md,2019,3,7,CallScreening,takedown,2
2019-03-07-CobaltStrike.md,2019,3,7,CobaltStrike,takedown,18
2019-03-07-Codility.md,2019,3,7,Codility,takedown,2
2019-03-07-CrispThinking.md,2019,3,7,CrispThinking,takedown,1
2019-03-07-DXC.md,2019,3,7,DXC,takedown,1
2019-03-07-GoDog.md,2019,3,7,GoDog,takedown,2
2019-03-07-Goldleaf.md,2019,3,7,Goldleaf,takedown,3
2019-03-07-Oxford.md,2019,3,7,Oxford,takedown,1
2019-03-07-Rocrail.md,2019,3,7,Rocrail,takedown,3
2019-03-07-Rythmbot.md,2019,3,7,Rythmbot,takedown,3
2019-03-07-SiamBooks.md,2019,3,7,SiamBooks,takedown,1
2019-03-07-Symantec.md,2019,3,7,Symantec,takedown,1
2019-03-07-UniBorg.md,2019,3,7,UniBorg,takedown,2
2019-03-07-yFiles.md,2019,3,7,yFiles,takedown,1
2019-03-07-yfiles-2.md,2019,3,7,yfiles-2,takedown,1
2019-03-07-yfiles-3.md,2019,3,7,yfiles-3,takedown,1
2019-03-08-Clustering.md,2019,3,8,Clustering,takedown,2
2019-03-08-EpicGames.md,2019,3,8,EpicGames,takedown,1
2019-03-08-Infistar-CounterNotice.md,2019,3,8,Infistar-CounterNotice,counternotice,1
2019-03-08-Rocrail-CounterNotice.md,2019,3,8,Rocrail-CounterNotice,counternotice,1
2019-03-08-SenseTime.md,2019,3,8,SenseTime,takedown,2
2019-03-11-MosaicSolutions.md,2019,3,11,MosaicSolutions,takedown,1
2019-03-11-Warbird-2.md,2019,3,11,Warbird-2,takedown,1
2019-03-11-Warbird.md,2019,3,11,Warbird,takedown,5
2019-03-12-Codility.md,2019,3,12,Codility,takedown,1
2019-03-12-Pearson-2.md,2019,3,12,Pearson-2,takedown,1
2019-03-12-Pearson.md,2019,3,12,Pearson,takedown,1
2019-03-13-73lines.md,2019,3,13,73lines,takedown,7
2019-03-13-Blasty-2.md,2019,3,13,Blasty-2,takedown,3
2019-03-13-Blasty-3.md,2019,3,13,Blasty-3,takedown,1
2019-03-13-Blasty.md,2019,3,13,Blasty,takedown,1
2019-03-13-Codility.md,2019,3,13,Codility,takedown,4
2019-03-13-Pearson.md,2019,3,13,Pearson,takedown,1
2019-03-14-Consolas.md,2019,3,14,Consolas,takedown,13
2019-03-14-Microsoft.md,2019,3,14,Microsoft,takedown,5
2019-03-14-MoreMountains.md,2019,3,14,MoreMountains,takedown,30
2019-03-14-ensylog.md,2019,3,14,ensylog,takedown,1
2019-03-15-Goldleaf-CounterNotice.md,2019,3,15,Goldleaf-CounterNotice,counternotice,2
2019-03-15-Warbird.md,2019,3,15,Warbird,takedown,2
2019-03-18-Agar.md,2019,3,18,Agar,takedown,1
2019-03-18-BMO.md,2019,3,18,BMO,takedown,1
2019-03-18-SenseTime-2.md,2019,3,18,SenseTime-2,takedown,3
2019-03-18-SenseTime-3.md,2019,3,18,SenseTime-3,takedown,1
2019-03-18-SenseTime-4.md,2019,3,18,SenseTime-4,takedown,2
2019-03-18-SenseTime.md,2019,3,18,SenseTime,takedown,2
2019-03-19-73lines.md,2019,3,19,73lines,takedown,4
2019-03-19-BMO.md,2019,3,19,BMO,takedown,1
2019-03-19-BTFM.md,2019,3,19,BTFM,takedown,3
2019-03-19-CKs-FilterList-Mirror.md,2019,3,19,CKs-FilterList-Mirror,takedown,7
2019-03-19-CVTemplate.md,2019,3,19,CVTemplate,takedown,1
2019-03-19-CapitalOne-2.md,2019,3,19,CapitalOne-2,takedown,1
2019-03-19-CapitalOne.md,2019,3,19,CapitalOne,takedown,1
2019-03-19-ComS.md,2019,3,19,ComS,takedown,1
2019-03-19-Fontsmith.md,2019,3,19,Fontsmith,takedown,265
