Filename,Year,Month,Date,Description,Type of Notice,Nr. of Repos Affected,Mass Removal,Frequent
2016-02-23-Qualcomm-1.md,2016,2,23,Qualcomm-1.md,Takedown,1,,Y
2016-02-23-Qualcomm-10.md,2016,2,23,Qualcomm-10.md,Takedown,1,,Y
2016-02-23-Qualcomm-11.md,2016,2,23,Qualcomm-11.md,Takedown,1,,Y
2016-02-23-Qualcomm-12.md,2016,2,23,Qualcomm-12.md,Takedown,1,,Y
2016-02-23-Qualcomm-13.md,2016,2,23,Qualcomm-13.md,Takedown,1,,Y
2016-02-23-Qualcomm-14.md,2016,2,23,Qualcomm-14.md,Takedown,1,,Y
2016-02-23-Qualcomm-15.md,2016,2,23,Qualcomm-15.md,Takedown,1,,Y
2016-02-23-Qualcomm-16.md,2016,2,23,Qualcomm-16.md,Takedown,1,,Y
2016-02-23-Qualcomm-17.md,2016,2,23,Qualcomm-17.md,Takedown,1,,Y
2016-02-23-Qualcomm-18.md,2016,2,23,Qualcomm-18.md,Takedown,1,,Y
2016-02-23-Qualcomm-19.md,2016,2,23,Qualcomm-19.md,Takedown,1,,Y
2016-02-23-Qualcomm-2.md,2016,2,23,Qualcomm-2.md,Takedown,1,,Y
2016-02-23-Qualcomm-20.md,2016,2,23,Qualcomm-20.md,Takedown,1,,Y
2016-02-23-Qualcomm-21.md,2016,2,23,Qualcomm-21.md,Takedown,1,,Y
2016-02-23-Qualcomm-22.md,2016,2,23,Qualcomm-22.md,Takedown,1,,Y
2016-02-23-Qualcomm-23.md,2016,2,23,Qualcomm-23.md,Takedown,1,,Y
2016-02-23-Qualcomm-24.md,2016,2,23,Qualcomm-24.md,Takedown,1,,Y
2016-02-23-Qualcomm-25.md,2016,2,23,Qualcomm-25.md,Takedown,1,,Y
2016-02-23-Qualcomm-26.md,2016,2,23,Qualcomm-26.md,Takedown,1,,Y
2016-02-23-Qualcomm-27.md,2016,2,23,Qualcomm-27.md,Takedown,1,,Y
2016-02-23-Qualcomm-28.md,2016,2,23,Qualcomm-28.md,Takedown,1,,Y
2016-02-23-Qualcomm-29.md,2016,2,23,Qualcomm-29.md,Takedown,1,,Y
2016-02-23-Qualcomm-3.md,2016,2,23,Qualcomm-3.md,Takedown,1,,Y
2016-02-23-Qualcomm-30.md,2016,2,23,Qualcomm-30.md,Takedown,1,,Y
2016-02-23-Qualcomm-31.md,2016,2,23,Qualcomm-31.md,Takedown,1,,Y
2016-02-23-Qualcomm-32.md,2016,2,23,Qualcomm-32.md,Takedown,1,,Y
2016-02-23-Qualcomm-33.md,2016,2,23,Qualcomm-33.md,Takedown,1,,Y
2016-02-23-Qualcomm-4.md,2016,2,23,Qualcomm-4.md,Takedown,1,,Y
2016-02-23-Qualcomm-6.md,2016,2,23,Qualcomm-6.md,Takedown,1,,Y
2016-02-23-Qualcomm-7.md,2016,2,23,Qualcomm-7.md,Takedown,1,,Y
2016-02-23-Qualcomm-8.md,2016,2,23,Qualcomm-8.md,Takedown,1,,Y
2016-02-23-Qualcomm-9.md,2016,2,23,Qualcomm-9.md,Takedown,1,,Y
2016-02-23-Suning.md,2016,2,23,Suning.md,Takedown,20,,
2016-02-23-WordPressTheme.md,2016,2,23,WordPressTheme.md,Takedown,1,,
2016-02-23-Yahoo.md,2016,2,23,Yahoo.md,Takedown,1,,Y
2016-02-24-Interserve.md,2016,2,24,Interserve.md,Takedown,1,,
2016-02-24-ProUI.md,2016,2,24,ProUI.md,Takedown,2,,
2016-02-25-IttyBittyApps.md,2016,2,25,IttyBittyApps.md,Takedown,1,,
2016-02-26-Asurion.md,2016,2,26,Asurion.md,Takedown,1,,
2016-02-26-Tenable.md,2016,2,26,Tenable.md,Takedown,1,,
2016-02-29-CubbyShop.md,2016,2,29,CubbyShop.md,Takedown,1,,
2016-02-29-FrameworkSelenium.md,2016,2,29,FrameworkSelenium.md,Takedown,1,,
2016-02-29-Packt.md,2016,2,29,Packt.md,Takedown,1,,Y
2016-02-29-ProUI.md,2016,2,29,ProUI.md,Takedown,1,,
2016-02-29-StereoArts.md,2016,2,29,StereoArts.md,Takedown,1,,Y
2016-03-01-Qualcomm-1.md,2016,3,1,Qualcomm-1.md,Takedown,1,,Y
2016-03-01-Qualcomm-10.md,2016,3,1,Qualcomm-10.md,Takedown,1,,Y
2016-03-01-Qualcomm-11.md,2016,3,1,Qualcomm-11.md,Takedown,2,,Y
2016-03-01-Qualcomm-2.md,2016,3,1,Qualcomm-2.md,Takedown,1,,Y
2016-03-01-Qualcomm-3.md,2016,3,1,Qualcomm-3.md,Takedown,1,,Y
2016-03-01-Qualcomm-4.md,2016,3,1,Qualcomm-4.md,Takedown,1,,Y
2016-03-01-Qualcomm-5.md,2016,3,1,Qualcomm-5.md,Takedown,1,,Y
2016-03-01-Qualcomm-6.md,2016,3,1,Qualcomm-6.md,Takedown,1,,Y
2016-03-01-Qualcomm-7.md,2016,3,1,Qualcomm-7.md,Takedown,1,,Y
2016-03-01-Qualcomm-8.md,2016,3,1,Qualcomm-8.md,Takedown,1,,Y
2016-03-01-Qualcomm-9.md,2016,3,1,Qualcomm-9.md,Takedown,1,,Y
2016-03-01-Suning.md,2016,3,1,Suning.md,Takedown,7,,
2016-03-01-Themeforest.md,2016,3,1,Themeforest.md,Takedown,1,,
2016-03-02-Packt.md,2016,3,2,Packt.md,Takedown,1,,Y
2016-03-02-SpaceStation13.md,2016,3,2,SpaceStation13.md,Takedown,1,,
2016-03-02-wahoo-reversal.md,2016,3,2,wahoo-reversal.md,Reversal,80,,
2016-03-03-Swifter.md,2016,3,3,Swifter.md,Takedown,1,,
2016-03-07-BookingPal.md,2016,3,7,BookingPal.md,Takedown,1,,
2016-03-07-JetBrains.md,2016,3,7,JetBrains.md,Takedown,505,Y,Y
2016-03-07-Packt.md,2016,3,7,Packt.md,Takedown,1,,Y
2016-03-07-Plumrocket.md,2016,3,7,Plumrocket.md,Takedown,1,,
2016-03-07-Pokemon.md,2016,3,7,Pokemon.md,Takedown,1,,
2016-03-07-ViberMedia.md,2016,3,7,ViberMedia.md,Takedown,1,,Y
2016-03-07-Wiley.md,2016,3,7,Wiley.md,Takedown,1,,Y
2016-03-10-Baidu.md,2016,3,10,Baidu.md,Takedown,19,,
2016-03-10-OffensiveSecurity.md,2016,3,10,OffensiveSecurity.md,Takedown,4,,Y
2016-03-11-Adobe.md,2016,3,11,Adobe.md,Takedown,1,,Y
2016-03-11-eigital.md,2016,3,11,eigital.md,Takedown,1,,
2016-03-14-btrendr.md,2016,3,14,btrendr.md,Takedown,2,,
2016-03-14-Platzi.md,2016,3,14,Platzi.md,Takedown,1,,
2016-03-14-ReedElsevier.md,2016,3,14,ReedElsevier.md,Takedown,1,,
2016-03-16-MPAA.md,2016,3,16,MPAA.md,Takedown,1,,
2016-03-17-BabeShow.md,2016,3,17,BabeShow.md,Takedown,10,,
2016-03-17-Chevereto.md,2016,3,17,Chevereto.md,Takedown,1,,
2016-03-17-eigital.md,2016,3,17,eigital.md,Takedown,1,,
2016-03-17-NetApp.md,2016,3,17,NetApp.md,Takedown,1,,
2016-03-17-Nuance.md,2016,3,17,Nuance.md,Takedown,1,,
2016-03-17-Qualcomm.md,2016,3,17,Qualcomm.md,Takedown,1,,Y
2016-03-17-Tecnick.md,2016,3,17,Tecnick.md,Takedown,10,,
2016-03-17-WGU.md,2016,3,17,WGU.md,Takedown,1,,
2016-03-18-FTGames.md,2016,3,18,FTGames.md,Takedown,1,,
2016-03-21-EquityFont.md,2016,3,21,EquityFont.md,Takedown,1,,
2016-03-21-HarveyNash.md,2016,3,21,HarveyNash.md,Takedown,3,,
2016-03-21-PHPUnlimited.md,2016,3,21,PHPUnlimited.md,Takedown,1,,
2016-03-21-PSL.md,2016,3,21,PSL.md,Takedown,1,,
2016-03-21-Qualcomm.md,2016,3,21,Qualcomm.md,Takedown,1,,Y
2016-03-21-SiliconLabs.md,2016,3,21,SiliconLabs.md,Takedown,1,,Y
2016-03-22-CollinsHarper.md,2016,3,22,CollinsHarper.md,Takedown,5,,
2016-03-23-CollinsHarper.md,2016,3,23,CollinsHarper.md,Takedown,1,,
2016-03-23-Qualcomm-18-retraction.md,2016,3,23,Qualcomm-18-retraction.md,Retraction,3,,
2016-03-24-FluidMC.md,2016,3,24,FluidMC.md,Takedown,1,,
2016-03-24-Toontown-Counternotice.md,2016,3,24,Toontown-Counternotice.md,Counter Notice,1,,
2016-03-24-Toontown.md,2016,3,24,Toontown.md,Takedown,4,,
2016-03-25-OpenLinkedSociaData.md,2016,3,25,OpenLinkedSociaData.md,Takedown,4,,
2016-03-25-Toontown-CounterNotice.md,2016,3,25,Toontown-CounterNotice.md,Counter Notice,1,,
2016-03-28-Vanguard.md,2016,3,28,Vanguard.md,Takedown,1,,
2016-03-30-Unity.md,2016,3,30,Unity.md,Takedown,1,,
2016-03-31-Codility.md,2016,3,31,Codility.md,Takedown,1,,Y
2016-03-31-UIImageColors.md,2016,3,31,UIImageColors.md,Takedown,1,,
2016-04-04-HalfLife.md,2016,4,4,HalfLife.md,Takedown,1,,
2016-04-04-Unity.md,2016,4,4,Unity.md,Takedown,1,,
2016-04-05-GetKaset.md,2016,4,5,GetKaset.md,Takedown,1,,
2016-04-05-NYU.md,2016,4,5,NYU.md,Takedown,1,,
2016-04-06-Baidu.md,2016,4,6,Baidu.md,Takedown,6,,
2016-04-06-Bestie.md,2016,4,6,Bestie.md,Takedown,3,,
2016-04-07-Codility.md,2016,4,7,Codility.md,Takedown,1,,Y
2016-04-07-HalfLife-Counter-Notice.md,2016,4,7,HalfLife-Counter-Notice.md,Counter Notice,1,,
2016-04-07-NCSOFT.md,2016,4,7,NCSOFT.md,Takedown,269,Y,
2016-04-07-NYU.md,2016,4,7,NYU.md,Takedown,1,,
2016-04-07-Wiley.md,2016,4,7,Wiley.md,Takedown,31,,Y
2016-04-08-TestDome1.md,2016,4,8,TestDome1.md,Takedown,1,,Y
2016-04-08-TestDome2.md,2016,4,8,TestDome2.md,Takedown,1,,Y
2016-04-11-FaceSubstitution.md,2016,4,11,FaceSubstitution.md,Takedown,9,,
2016-04-11-FusionInvoice-2.md,2016,4,11,FusionInvoice-2.md,Takedown,1,,
2016-04-11-FusionInvoice.md,2016,4,11,FusionInvoice.md,Takedown,1,,
2016-04-11-GetKaset.md,2016,4,11,GetKaset.md,Takedown,2,,
2016-04-11-Wiley.md,2016,4,11,Wiley.md,Takedown,1,,Y
2016-04-13-Testdome.md,2016,4,13,Testdome.md,Takedown,1,,Y
2016-04-15-AncientLightStudios.md,2016,4,15,AncientLightStudios.md,Takedown,6,,
2016-04-15-CreditSuisse.md,2016,4,15,CreditSuisse.md,Takedown,1,,
2016-04-18-Hachette.md,2016,4,18,Hachette.md,Takedown,1,,
2016-04-19-Codility.md,2016,4,19,Codility.md,Takedown,1,,Y
2016-04-19-NCSOFT.md,2016,4,19,NCSOFT.md,Takedown,37,,
2016-04-20-Duby.md,2016,4,20,Duby.md,Takedown,1,,
2016-04-21-Codility-1.md,2016,4,21,Codility-1.md,Takedown,1,,Y
2016-04-21-Codility-2.md,2016,4,21,Codility-2.md,Takedown,1,,Y
2016-04-21-MediaTek.md,2016,4,21,MediaTek.md,Takedown,1,,
2016-04-21-PragmaticProgrammers.md,2016,4,21,PragmaticProgrammers.md,Takedown,1,,Y
2016-04-21-SiliconLabs-1.md,2016,4,21,SiliconLabs-1.md,Takedown,1,,Y
2016-04-21-SiliconLabs-2.md,2016,4,21,SiliconLabs-2.md,Takedown,1,,Y
2016-04-21-SiliconLabs-3.md,2016,4,21,SiliconLabs-3.md,Takedown,1,,Y
2016-04-21-SiliconLabs-4.md,2016,4,21,SiliconLabs-4.md,Takedown,1,,Y
2016-04-21-TestDome-1.md,2016,4,21,TestDome-1.md,Takedown,2,,Y
2016-04-21-TestDome-2.md,2016,4,21,TestDome-2.md,Takedown,2,,Y
2016-04-21-TestDome-3.md,2016,4,21,TestDome-3.md,Takedown,2,,Y
2016-04-25-FusionInvoice.md,2016,4,25,FusionInvoice.md,Takedown,1,,
2016-04-25-HandMadeHero.md,2016,4,25,HandMadeHero.md,Takedown,1,,
2016-04-25-MITPress.md,2016,4,25,MITPress.md,Takedown,1,,
2016-04-25-SiliconLabs-1.md,2016,4,25,SiliconLabs-1.md,Takedown,1,,Y
2016-04-25-SiliconLabs-2.md,2016,4,25,SiliconLabs-2.md,Takedown,1,,Y
2016-04-25-SiliconLabs-3.md,2016,4,25,SiliconLabs-3.md,Takedown,1,,Y
2016-04-25-TeachTennis.md,2016,4,25,TeachTennis.md,Takedown,1,,
2016-04-26-appyourservice.md,2016,4,26,appyourservice.md,Takedown,9,,
2016-04-26-BoomIdeanet.md,2016,4,26,BoomIdeanet.md,Takedown,1,,
2016-04-26-StereoArts.md,2016,4,26,StereoArts.md,Takedown,1,,Y
2016-04-26-XenForo.md,2016,4,26,XenForo.md,Takedown,8,,
2016-04-27-Autodesk.md,2016,4,27,Autodesk.md,Takedown,1,,
2016-04-27-StereoArts.md,2016,4,27,StereoArts.md,Takedown,1,,Y
2016-04-28-AspenGroveSolutions.md,2016,4,28,AspenGroveSolutions.md,Takedown,1,,
2016-04-28-King.com.md,2016,4,28,King.com.md,Takedown,1,,
2016-04-28-MediaTek.md,2016,4,28,MediaTek.md,Takedown,27,,
2016-04-28-MediumRare.md,2016,4,28,MediumRare.md,Takedown,1,,
2016-04-28-OffensiveSecurity.md,2016,4,28,OffensiveSecurity.md,Takedown,1,,Y
2016-04-29-Comcast-1.md,2016,4,29,Comcast-1.md,Takedown,1,,
2016-04-29-Comcast-2.md,2016,4,29,Comcast-2.md,Takedown,1,,
2016-05-02-pldg.md,2016,5,2,pldg.md,Takedown,1,,
2016-05-02-Soluto.md,2016,5,2,Soluto.md,Takedown,1,,
2016-05-02-topcoder.md,2016,5,2,topcoder.md,Takedown,1,,
2016-05-03-MaxwellGuiderTech.md,2016,5,3,MaxwellGuiderTech.md,Takedown,2,,
2016-05-03-pluralsight-2.md,2016,5,3,pluralsight-2.md,Takedown,5,,Y
2016-05-03-pluralsight.md,2016,5,3,pluralsight.md,Takedown,2,,Y
2016-05-03-topcoder.md,2016,5,3,topcoder.md,Takedown,1,,
2016-05-04-Teradata.md,2016,5,4,Teradata.md,Takedown,1,,
2016-05-05-boxcontroller.md,2016,5,5,boxcontroller.md,Takedown,1,,
2016-05-05-IAAI.md,2016,5,5,IAAI.md,Takedown,1,,
2016-05-05-jadb.md,2016,5,5,jadb.md,Takedown,1,,
2016-05-05-Laravel.md,2016,5,5,Laravel.md,Takedown,1,,
2016-05-05-Microsoft.md,2016,5,5,Microsoft.md,Takedown,1,,
2016-05-06-Comcast.md,2016,5,6,Comcast.md,Takedown,1,,
2016-05-06-dailysecret.md,2016,5,6,dailysecret.md,Takedown,1,,
2016-05-06-king.com.md,2016,5,6,king.com.md,Takedown,1,,
2016-05-08-Netronian.md,2016,5,8,Netronian.md,Takedown,2,,
2016-05-08-RhythmTool.md,2016,5,8,RhythmTool.md,Takedown,4,,
2016-05-09-PHPPoker.md,2016,5,9,PHPPoker.md,Takedown,1,,
2016-05-09-POJExercises.md,2016,5,9,POJExercises.md,Takedown,1,,
2016-05-10-CodingSamples.md,2016,5,10,CodingSamples.md,Takedown,1,,
2016-05-10-Isubpoena.md,2016,5,10,Isubpoena.md,Takedown,3,,
2016-05-10-Pluralsight.md,2016,5,10,Pluralsight.md,Takedown,4,,Y
2016-05-11-AspenGrove.md,2016,5,11,AspenGrove.md,Takedown,1,,
2016-05-11-Nintendo.md,2016,5,11,Nintendo.md,Takedown,1,,
2016-05-11-Osuleaks.md,2016,5,11,Osuleaks.md,Takedown,4,,
2016-05-11-Pottermore.md,2016,5,11,Pottermore.md,Takedown,1,,
2016-05-12-CollinsHarper.md,2016,5,12,CollinsHarper.md,Takedown,1,,
2016-05-13-Pluralsight.md,2016,5,13,Pluralsight.md,Takedown,1,,Y
2016-05-13-SkyVerge.md,2016,5,13,SkyVerge.md,Takedown,1,,
2016-05-14-Hydreon.md,2016,5,14,Hydreon.md,Takedown,16,,
2016-05-16-MStar.md,2016,5,16,MStar.md,Takedown,1,,
2016-05-16-Pluralsight.md,2016,5,16,Pluralsight.md,Takedown,13,,Y
2016-05-18-KAISquare.md,2016,5,18,KAISquare.md,Takedown,1,,
2016-05-19-EAMSS.md,2016,5,19,EAMSS.md,Takedown,1,,
2016-05-19-Invent-Partners.md,2016,5,19,Invent-Partners.md,Takedown,1,,
2016-05-19-Lynda.com.md,2016,5,19,Lynda.com.md,Takedown,1,,
2016-05-23-FOMO.md,2016,5,23,FOMO.md,Takedown,1,,
2016-05-23-kaisquare.md,2016,5,23,kaisquare.md,Takedown,14,,
2016-05-24-Apple.md,2016,5,24,Apple.md,Takedown,2,,
2016-05-24-GirlfriendCollective.md,2016,5,24,GirlfriendCollective.md,Takedown,1,,
2016-05-25-friGate.md,2016,5,25,friGate.md,Takedown,1,,
2016-05-25-iGen.md,2016,5,25,iGen.md,Takedown,1,,
2016-05-25-Set.md,2016,5,25,Set.md,Takedown,1,,
2016-05-25-Stripe.md,2016,5,25,Stripe.md,Takedown,1,,
2016-05-26-lutron-electronics.md,2016,5,26,lutron-electronics.md,Takedown,5,,
2016-05-26-pixie-image-editor.md,2016,5,26,pixie-image-editor.md,Takedown,1,,
2016-05-26-Set-Counternotice.md,2016,5,26,Set-Counternotice.md,Counter Notice,1,,
2016-05-27-iGen.md,2016,5,27,iGen.md,Takedown,1,,
2016-05-27-ppy-pty-ltd.md,2016,5,27,ppy-pty-ltd.md,Takedown,1,,
2016-05-31-pixie-image-editor.md,2016,5,31,pixie-image-editor.md,Takedown,2,,
2016-05-31-Sniffles.md,2016,5,31,Sniffles.md,Takedown,1,,
2016-05-31-Target.md,2016,5,31,Target.md,Takedown,2,,
2016-05-31-Xilinx.md,2016,5,31,Xilinx.md,Takedown,1,,Y
2016-06-01-Maoyan.md,2016,6,1,Maoyan.md,Takedown,38,,
2016-06-01-ppy-pty-ltd.md,2016,6,1,ppy-pty-ltd.md,Takedown,1,,
2016-06-01-Seclover.md,2016,6,1,Seclover.md,Takedown,1,,
2016-06-01-Telstra.md,2016,6,1,Telstra.md,Takedown,1,,
2016-06-01-Wiley.md,2016,6,1,Wiley.md,Takedown,1,,Y
2016-06-02-Creditease.md,2016,6,2,Creditease.md,Takedown,1,,
2016-06-02-Microsoft.md,2016,6,2,Microsoft.md,Takedown,1,,
2016-06-02-TDBank.md,2016,6,2,TDBank.md,Takedown,1,,
2016-06-06-simple-sms.md,2016,6,6,simple-sms.md,Takedown,1,,
2016-06-06-Sniffles.md,2016,6,6,Sniffles.md,Takedown,3,,
2016-06-06-Stereoarts.md,2016,6,6,Stereoarts.md,Takedown,1,,Y
2016-06-06-Xilinx.md,2016,6,6,Xilinx.md,Takedown,7,,Y
2016-06-08-evermed.md,2016,6,8,evermed.md,Takedown,1,,
2016-06-08-human-computer.md,2016,6,8,human-computer.md,Takedown,1,,
2016-06-08-Monotype.md,2016,6,8,Monotype.md,Takedown,318,Y,
2016-06-13-portability-five.md,2016,6,13,portability-five.md,Takedown,1,,
2016-06-13-Stereoarts.md,2016,6,13,Stereoarts.md,Takedown,1,,Y
2016-06-13-TradingView.md,2016,6,13,TradingView.md,Takedown,4,,
2016-06-14-ebay.md,2016,6,14,ebay.md,Takedown,2,,
2016-06-14-Game-Engine-Gems.md,2016,6,14,Game-Engine-Gems.md,Takedown,1,,
2016-06-14-Mathmatics-for-3D-Game-2.md,2016,6,14,Mathmatics-for-3D-Game-2.md,Takedown,1,,
2016-06-14-Mathmatics-for-3D-Game.md,2016,6,14,Mathmatics-for-3D-Game.md,Takedown,1,,
2016-06-14-PayPal.md,2016,6,14,PayPal.md,Takedown,9,,
2016-06-14-Telstra.md,2016,6,14,Telstra.md,Takedown,1,,
2016-06-14-uMMORPG-2.md,2016,6,14,uMMORPG-2.md,Takedown,4,,
2016-06-14-uMMORPG.md,2016,6,14,uMMORPG.md,Takedown,1,,
2016-06-15-ElectronicArts.md,2016,6,15,ElectronicArts.md,Takedown,1,,
2016-06-15-GameProgramming-2.md,2016,6,15,GameProgramming-2.md,Takedown,116,Y,
2016-06-15-GameProgramming.md,2016,6,15,GameProgramming.md,Takedown,345,Y,
2016-06-15-IBO.md,2016,6,15,IBO.md,Takedown,1,,
2016-06-15-TestDome-2.md,2016,6,15,TestDome-2.md,Takedown,1,,Y
2016-06-15-TestDome.md,2016,6,15,TestDome.md,Takedown,18,,
2016-06-16-Soluto.md,2016,6,16,Soluto.md,Takedown,1,,
2016-06-17-Codility.md,2016,6,17,Codility.md,Takedown,1,,Y
2016-06-17-Deutsche-Bank.md,2016,6,17,Deutsche-Bank.md,Takedown,1,,
2016-06-20-Algorithm-Interviews.md,2016,6,20,Algorithm-Interviews.md,Takedown,6,,
2016-06-20-Multicraft.md,2016,6,20,Multicraft.md,Takedown,1,,
2016-06-20-Stereoarts.md,2016,6,20,Stereoarts.md,Takedown,2,,Y
2016-06-21-gbombs-gfireworks.md,2016,6,21,gbombs-gfireworks.md,Takedown,2,,
2016-06-21-PayPal-Retraction.md,2016,6,21,PayPal-Retraction.md,Retraction,1,,
